id,cd_orgao,nr_licitacao,ano_licitacao,cd_tipo_modalidade,vl_licitacao,indicador1,indicador2,indicador3,indicador4
93,63900,16,2016,PRP,12300.00,1.34146345,0,0.0,0
94,75500,6,2016,CNV,17800.00,0.80898875,0,0.0,1
95,82400,3,2016,TMP,269334.10,0.70410216,0,0.0,0
96,45700,1,2016,TMP,13200.00,1.0,1,0.0,0
97,49201,8,2016,PRP,48835.50,0.98289156,0,0.0,0
98,84100,38,2016,PRP,42480.00,1.00529659,0,0.67000002,0
99,88048,1,2016,TMP,910177.62,1.0,1,0.0,0
100,63900,17,2016,PRP,280000.00,1.0,0,0.0,0
101,49201,7,2016,PRP,44833.33,0.93234205,0,0.0,0
102,88024,3,2016,TMP,288824.10,0.98452759,0,0.0,0
103,88026,8,2016,TMP,22461.80,0.9972086,1,0.0,0
104,86800,7,2016,TMP,78540.60,1.0,1,0.0,0
105,47700,24,2016,PRP,501110.00,0.84788966,0,0.0,0
106,71500,5,2016,TMP,296729.13,0.99992448,1,0.0,0
107,51600,12016,2016,CNC,35000.00,0.96130913,1,0.0,0
108,88021,2,2016,TMP,221350.16,0.99518287,0,0.0,0
109,45200,7,2016,CNV,76993.00,0.91891474,0,0.0,0
110,78100,21,2016,TMP,12025.00,1.0,1,0.0,0
111,82300,1,2016,TMP,388.83,0.96828949,1,0.49000001,0
112,49201,13,2016,PRP,22849.76,0.97000015,0,0.0,0
113,62900,5,2016,CNV,36928.53,0.98321027,0,0.0,0
114,47700,25,2016,PRP,8984.52,0.66781533,0,0.0,0
115,42200,7,2016,TMP,199396.72,0.9999997,1,0.0,0
116,44700,26,2016,PRP,29000.00,0.63793105,0,0.68000001,0
117,88029,21,2016,PRP,32500.00,1.0,0,0.0,0
118,84100,43,2016,CNV,26100.00,0.39520612,0,0.67000002,1
119,44700,42,2016,PRP,16100.00,0.43478259,0,0.68000001,0
120,61900,3,2016,TMP,155158.40,0.93989998,0,0.0,1
121,44700,43,2016,PRP,3000.00,1.0,0,0.68000001,0
122,55601,4,2016,TMP,24000.00,0.92291331,0,0.0,0
123,77200,5,2016,CNC,2740250.29,1.0,1,0.0,0
124,71800,3,2016,TMP,251250.00,0.99999601,1,0.0,0
125,88225,5,2016,PRP,80000.00,0.8937,0,0.0,0
126,58400,38,2016,PRP,8430.00,0.8666904,0,0.33000001,0
127,42800,2484,2016,TMP,1.76,0.77840906,0,0.0,0
128,82300,8,2016,PRP,32461.60,0.77014071,0,0.49000001,0
129,44700,30,2016,PRP,17581.84,1.0,0,0.68000001,0
130,77900,4,2016,CNV,63495.00,1.0,0,0.95999998,0
131,57701,4,2016,CNV,10640.00,0.84587502,1,0.0,0
132,88047,7,2016,CNV,10000.00,0.70190001,0,1.0,0
133,44700,31,2016,PRP,55215.37,0.82585698,0,0.68000001,0
134,47500,11,2016,PRP,188100.00,0.85486442,0,0.0,0
135,83300,20,2016,PRP,16767.00,0.4771283,0,0.0,0
136,53100,3,2016,TMP,489347.91,0.99895769,1,0.0,0
137,45700,7,2016,TMP,256748.72,0.99965459,0,0.0,0
138,63700,38,2016,PRP,7208.04,0.99998337,0,0.19,0
139,44700,33,2016,PRP,30827.41,1.0,0,0.68000001,0
140,63900,8,2016,TMP,189504.00,0.75221211,0,0.0,0
141,88029,22,2016,PRP,3800.00,0.85526317,0,0.0,0
142,71500,4,2016,TMP,58897.15,0.93969691,1,0.0,0
144,51400,1,2016,CNC,3424268.88,1.03477538,0,0.0,0
145,42800,2487,2016,CNC,1098675.11,0.99469185,1,0.0,0
146,62700,16,2016,CNC,4189005.14,0.9988181,1,0.0,0
147,86800,6,2016,TMP,187539.69,0.61800313,1,0.0,0
148,44500,11,2016,CNC,100740521.08,0.80365843,0,0.97000003,0
149,84100,40,2016,CNV,6000.00,0.72416669,1,0.67000002,0
150,62700,11,2016,CNC,989500.00,0.98297268,1,0.0,0
151,55601,11,2016,CNV,2650.00,1.03773582,1,0.0,0
152,59600,7,2016,CNV,111.66,0.89557588,1,0.95999998,0
153,56200,3,2016,TMP,316072.11,0.99900144,1,0.68000001,0
154,84201,2,2016,PRP,52800.00,0.92045456,0,0.0,0
155,55700,52,2016,PRP,20153.02,0.83307612,0,0.0,0
156,51000,3,2016,CNV,83000.00,0.83132529,1,0.28,0
158,50900,1,2016,TMP,8445.84,1.0,1,0.0,0
159,54000,6,2016,TMP,433668.20,0.80176502,0,0.49000001,0
160,70400,4,2016,TMP,2450.00,0.9795714,0,0.60000002,0
161,83300,19,2016,PRP,27092.00,0.84897608,0,0.0,0
162,72800,20,2016,CNV,22000.00,0.98327273,0,0.0,0
163,61200,30,2016,PRP,116350.56,0.40738952,0,0.0,0
164,53400,33,2016,PRP,593544.00,0.84630626,0,0.0,0
165,44700,35,2016,PRP,40890.00,0.9293226,0,0.68000001,0
166,81000,14,2016,TMP,79602.05,0.99937302,1,0.81999999,0
167,40300,9,2016,CNV,10081.50,1.0,1,0.0,0
168,88032,1,2016,TMP,245532.93,0.99996769,1,0.0,0
169,40401,11,2016,PRP,1436.05,0.99993736,0,0.0,1
170,78200,1,2016,TMP,256746.62,0.83318865,0,0.0,0
171,44500,6,2016,TMP,266658.32,1.0,1,0.97000003,0
172,60700,17,2016,TMP,589231.19,0.87904078,0,0.34999999,0
173,40100,20,2016,TMP,271623.98,0.99963742,1,0.79000002,0
174,44700,32,2016,PRP,4281.96,0.97618848,0,0.68000001,0
175,68200,65,2016,PRE,270000.00,0.92388517,0,0.38,0
176,54101,6,2016,TMP,58491.39,0.76325762,0,0.0,0
177,56900,6,2016,TMP,234338.21,0.9999997,1,0.5,0
178,46600,1,2016,TMP,1228727.23,0.99783623,1,0.33000001,0
179,64700,5,2016,TMP,1150184.39,1.0,1,0.22,0
180,78200,1,2016,CNC,2110580.72,0.87442726,0,0.0,0
181,49400,10,2016,PRP,132000.00,0.9848485,0,0.33000001,0
182,44100,9,2016,CNV,15247.52,0.97000694,0,0.25,0
183,68200,64,2016,PRP,17965.53,0.7737779,0,0.38,0
184,68600,36,2016,PRP,8113.26,1.0,0,0.0,0
185,44700,50,2016,PRP,590.00,0.96610171,0,0.68000001,0
186,58400,44,2016,PRP,5572.93,0.93256152,0,0.33000001,0
187,64700,12,2016,PRP,49000.00,0.93265307,0,0.22,0
188,45200,8,2016,CNV,30535.47,0.99324292,0,0.0,0
189,43100,1,2016,TMP,158988.76,0.82395762,0,0.79000002,0
190,88048,8,2016,PRP,38935.45,0.9502908,0,0.0,0
191,51300,19,2016,CNV,14550.00,0.67010307,1,0.0,0
192,62700,52,2016,PRP,27752.74,0.79285866,0,0.0,0
193,54101,5,2016,TMP,83849.82,0.95341313,0,0.0,0
194,63201,1,2016,TMP,77708.40,0.99613941,1,0.0,0
195,61200,2,2016,TMP,49404.48,1.0,1,0.0,0
196,44100,3,2016,TMP,253117.91,1.08987129,0,0.25,0
197,82300,1,2016,CNC,1768154.44,0.99872893,1,0.49000001,0
198,40200,4,2016,TMP,262854.13,0.99984235,1,0.0,0
199,88051,2,2016,CNV,28062.85,0.8898198,1,0.0,0
200,55601,13,2016,TMP,96592.09,0.90730119,1,0.0,0
201,44700,55,2016,PRP,38400.00,0.5703125,0,0.68000001,0
202,46700,12,2016,CNV,65800.00,0.96428573,0,0.0,0
203,63300,4,2016,PRP,69000.00,0.9956522,0,0.0,0
204,63300,5,2016,CNV,104030.27,1.04153717,1,0.0,0
205,64700,6,2016,TMP,850352.65,0.99257952,1,0.22,0
206,53701,1,2016,CNV,23004.20,1.0,1,0.0,0
207,53100,4,2016,TMP,15799.69,0.97402418,1,0.0,0
208,86100,6,2016,TMP,104270.51,0.94999897,0,0.25,0
209,50000,41,2016,CNV,16079.00,0.84986627,0,0.0,0
210,73300,9,2016,TMP,19500.00,0.55897439,0,0.0,0
211,53400,5,2016,TMP,944948.57,0.99912012,1,0.0,0
212,45004,35,2016,PRP,420371.88,1.0,0,0.0,0
213,70100,4,2016,CNV,7533.33,0.92920393,0,0.88,0
214,58400,3,2016,TMP,63366.76,0.8700251,1,0.33000001,0
215,86600,3,2016,TMP,32620.40,0.89999938,0,0.0,0
216,86800,1,2016,CNC,893421.61,0.99696892,1,0.0,0
217,53400,2,2016,CNC,2078467.87,0.81907392,0,0.0,0
218,77000,2,2016,PRP,20580.00,0.85034013,0,0.0,0
219,88027,4,2016,TMP,1196771.39,0.96956563,1,0.85000002,0
220,58400,49,2016,PRP,44580.00,0.94078064,0,0.33000001,0
221,59600,22,2016,PRE,6194.40,0.77327907,0,0.95999998,0
222,88261,1,2016,CNC,3803612.69,0.78554612,0,0.0,0
223,61200,1,2016,TMP,255996.56,0.9970175,1,0.0,0
224,82400,9,2016,PRP,54342.00,1.07651544,0,0.0,0
225,73701,2,2016,PRP,16800.00,1.0,0,0.0,0
226,63600,1,2016,TMP,26281.15,0.75887775,1,0.50999999,0
227,63401,4,2016,CNV,4200.00,0.80026191,0,0.61000001,0
228,41100,13,2016,TMP,25500.00,0.93686116,0,0.14,0
229,78200,3,2016,TMP,281439.16,0.99924576,0,0.0,0
230,53100,5,2016,TMP,295042.74,0.99993455,1,0.0,0
231,50300,2,2016,TMP,319245.94,1.0,0,0.60000002,0
232,45005,5,2016,PRP,231879.96,0.82642227,0,0.0,0
233,53400,6,2016,TMP,364411.40,0.99998796,1,0.0,0
234,53400,28,2016,PRP,476585.00,0.12589569,0,0.0,0
235,62700,10,2016,TMP,373475.47,0.89939487,1,0.0,0
236,42800,2489,2016,TMP,45086.72,0.92778116,0,0.0,0
237,88048,2,2016,CNC,1199403.00,0.99995834,1,0.0,0
238,88261,7,2016,PRP,150.00,1.0,0,0.0,0
239,44700,56,2016,PRP,57000.00,0.42785966,0,0.68000001,0
240,69800,3,2016,CNV,9351.81,0.85375988,0,0.0,0
241,59600,2,2016,CNC,2908.02,0.99946356,1,0.95999998,0
242,85400,5,2016,CNV,21078.75,0.97119516,1,0.0,0
243,85400,6,2016,CNV,21486.91,0.9500007,1,0.0,0
244,56500,1,2016,TMP,263012.31,0.99614608,0,0.0,0
245,44500,5,2016,TMP,45968.79,0.99005586,1,0.97000003,0
246,45004,48,2016,PRP,4047.40,1.27242184,0,0.0,0
247,51000,4,2016,CNV,14040.45,0.99569458,1,0.28,0
248,88041,16,2016,PRP,2799.48,0.96446484,0,0.0,0
249,88041,14,2016,CNV,4849.06,0.83333266,0,0.0,0
250,88041,15,2016,CNV,4800.00,0.91229165,0,0.0,0
251,74500,6,2016,TMP,124480.00,1.02731359,1,0.0,0
252,69900,3,2016,TMP,410335.84,0.98851484,1,0.0,0
253,55400,12,2016,PRP,49129.02,1.0,0,0.46000001,0
254,45004,45,2016,PRP,12950.00,0.46324325,0,0.0,0
255,54912,45,2016,PRP,150000.00,0.51999998,0,0.0,0
256,56500,13,2016,PRP,60480.00,0.69345236,0,0.0,0
257,88041,6,2016,CNV,22366.30,0.84297359,0,0.0,0
258,60100,3,2016,TMP,30538.80,0.99778444,1,0.75,0
259,48500,47,2016,PRP,16970.00,0.55981141,0,0.0,0
260,44700,59,2016,PRP,97340.00,1.0,0,0.68000001,0
261,56500,2,2016,CNV,50400.00,0.97619045,0,0.0,0
262,66300,4,2016,PRP,382.60,0.40013069,0,0.0,0
263,71600,29,2016,PRP,49290.66,0.98897034,0,0.50999999,0
264,44100,22,2016,PRP,35796.00,0.33188066,0,0.25,0
265,46700,14,2016,CNV,40917.31,1.05002797,1,0.0,0
266,63900,10,2016,TMP,76987.94,0.88524866,0,0.0,0
267,80100,15,2016,TMP,281850.00,1.01064396,1,0.0,0
268,47300,18,2016,TMP,261775.90,0.999991,1,0.0,0
269,44700,3,2016,CHP,24000.00,1.0,0,0.68000001,0
270,65300,3,2016,TMP,3998.04,1.29667783,1,0.0,0
271,88225,1,2016,TMP,175839.69,0.76930416,0,0.0,0
272,75500,7,2016,CNV,17033.31,0.94520676,0,0.0,0
273,85101,1,2016,CNV,2670.00,1.0,0,0.0,0
274,74000,9,2016,PRP,2767.00,0.93964583,0,0.67000002,0
275,54300,2,2016,CNV,9600.00,0.6875,0,0.69,0
276,63300,1,2016,TMP,556094.32,0.75,0,0.0,0
277,78100,6,2016,PRP,320000.00,0.9375,0,0.0,0
278,60100,38,2016,PRP,63906.00,1.0,0,0.75,0
279,75400,18,2016,CNV,46183.03,1.04995215,0,0.0,0
280,88027,28,2016,PRP,11191.82,0.80415875,0,0.85000002,0
281,53800,2,2016,TMP,298684.68,0.99987149,1,0.0,0
282,59400,11,2016,PRP,24000.00,0.42083332,0,0.95999998,0
283,85101,2,2016,CNV,2500.00,1.0,0,0.0,0
285,56900,1,2016,CNC,2243333.50,0.887963,0,0.5,0
286,40200,5,2016,TMP,316231.30,0.99953133,1,0.0,0
287,40200,6,2016,TMP,292601.12,0.99652117,1,0.0,0
288,78000,9,2016,CNV,126226.33,0.98375893,1,0.0,0
292,43500,957,2016,CNV,10302.18,0.99950498,1,0.0,0
293,53701,23,2016,PRP,9276.00,1.0349288,0,0.0,0
294,69700,8,2016,CNV,35514.00,0.98935634,0,0.25,0
295,44500,19,2016,CNC,12243336.80,0.77467442,0,0.97000003,1
296,53400,35,2016,PRP,143040.00,0.81879193,0,0.0,0
297,67600,17,2016,PRE,555820.08,0.60660636,0,0.0,0
298,45003,12,2016,TMP,148500.00,1.030303,1,0.0,0
299,88265,1,2016,PRP,370000.00,0.99729729,0,0.0,0
300,48300,9,2016,PRP,43200.00,1.0,0,0.0,0
301,53400,36,2016,PRP,138804.18,0.57058799,0,0.0,0
302,45500,1,2016,TMP,848677.23,1.0,1,0.0,0
303,87056,10,2016,PRE,10.27,0.24634859,1,0.0,0
304,42800,2491,2016,TMP,121245.17,0.90982735,0,0.0,0
305,51300,7,2016,TMP,46811.58,0.88999903,0,0.0,0
306,82400,4,2016,TMP,114476.88,0.91207659,0,0.0,0
307,76800,9,2016,CNV,555.14,64.83931732,0,0.0,0
308,42800,2495,2016,TMP,146753.98,0.96010011,0,0.0,0
309,71500,6,2016,TMP,805843.71,1.05570304,1,0.0,0
310,63600,26,2016,PRP,140963.40,0.56049508,0,0.50999999,0
311,70000,3,2016,TMP,709564.45,0.9950425,1,0.25,0
312,54101,2,2016,PRP,106252.20,0.89786261,0,0.0,0
313,69600,2,2016,TMP,263687.15,0.97320789,0,0.14,0
314,41500,3,2016,TMP,28240.60,0.63738024,0,0.19,0
315,51300,31,2016,CNV,89351.22,0.81421518,1,0.0,0
316,51000,2,2016,CNC,3230700.00,0.9979887,1,0.28,0
317,76701,1,2016,TMP,50746.00,0.73779213,1,0.0,0
318,51300,34,2016,CNV,8727.78,0.88949078,0,0.0,0
319,48300,17,2016,PRP,8840.00,0.98868775,0,0.0,0
320,45004,52,2016,PRP,263575.00,0.4495874,0,0.0,0
321,84100,45,2016,CNV,62622.69,0.8600089,0,0.67000002,0
322,70300,1,2016,TMP,36840.11,0.99999702,1,0.0,0
323,59600,3,2016,CNC,51038.73,0.88263148,0,0.95999998,0
324,63300,1,2016,CNC,1507704.98,0.99486238,0,0.0,0
325,72800,25,2016,CNV,50000.00,0.958,0,0.0,0
326,78601,1,2016,PRP,30217.25,0.99533874,0,0.0,0
327,58400,58,2016,PRP,42600.00,0.98591548,0,0.33000001,0
328,55800,2,2016,TMP,58280.00,0.99519563,1,0.0,0
329,51300,8,2016,TMP,284443.50,0.89000005,0,0.0,0
330,84000,28,2016,PRP,2600.00,0.81853849,0,0.0,0
331,51300,12,2016,CNV,20074.22,0.9299649,1,0.0,0
332,70000,4,2016,TMP,116269.61,0.9925701,1,0.25,0
333,84000,26,2016,PRP,12100.00,0.99504131,0,0.0,0
334,84300,1,2016,TMP,78974.00,0.97839797,1,0.0,0
335,54103,6,2016,TMP,39005.30,1.08326304,0,0.0,0
336,68400,4,2016,TMP,30000.00,1.0,1,0.0,0
337,41700,8,2016,CNV,21726.55,0.90212208,0,0.0,0
338,53000,2,2016,CNV,32500.00,0.98228645,0,0.0,0
339,48300,2,2016,PRP,16300.00,1.0,0,0.0,0
340,53100,6,2016,TMP,46722.94,1.0,1,0.0,0
341,44700,76,2016,PRP,9467.25,1.0,0,0.68000001,0
342,43001,1,2016,TMP,65065.57,1.09602404,1,0.0,0
343,41400,1,2016,CNC,1850048.50,0.99987626,0,0.0,0
345,55601,12,2016,CNV,6390.00,0.98591548,1,0.0,0
346,47800,8,2016,TMP,268203.92,3.59339452,0,0.75,0
347,47800,7,2016,TMP,39309.95,0.88658267,0,0.75,0
349,86200,2,2016,TMP,26431.91,1.0,1,0.0,0
350,75700,14,2016,CNV,875.00,1.0,0,0.46000001,0
351,60100,1,2016,CNS,5200584.96,0.94578528,0,0.75,0
352,55700,48,2016,CNC,1970479.52,0.99881881,1,0.0,0
353,72900,14,2016,CNV,16680.00,0.89268583,0,0.0,0
354,58400,68,2016,PRP,1375.16,0.77372813,0,0.33000001,0
355,70500,33,2016,PRP,13940.00,0.97101867,0,0.0,0
356,45500,10,2016,PRP,42077.73,1.0,0,0.0,0
358,57501,1,2016,PRP,3350.00,0.86567163,0,0.0,0
359,78100,25,2016,TMP,107896.27,0.99997908,1,0.0,0
360,76900,41,2016,TMP,365123.64,1.0,1,0.0,0
361,56700,30,2016,PRE,94000.00,0.86702126,1,0.0,0
362,45004,59,2016,PRP,207324.02,0.67015272,0,0.0,0
363,43900,19,2016,TMP,606219.79,0.94007206,1,0.06,0
364,43900,18,2016,TMP,613200.20,0.82546395,0,0.06,1
365,43900,21,2016,TMP,483220.00,0.99137038,1,0.06,0
366,46700,6,2016,PRP,78000.00,1.05769229,0,0.0,0
367,81900,6,2016,TMP,443861.94,0.99983275,1,0.93000001,0
368,81900,5,2016,TMP,778845.94,0.99990469,1,0.93000001,0
372,86500,4,2016,TMP,35000.00,0.89957142,1,0.25,0
373,86500,2,2016,TMP,95000.00,0.68066317,0,0.25,0
374,86500,3,2016,CNC,159729.31,0.99348903,1,0.25,0
375,70700,5,2016,TMP,250.00,0.69999999,1,0.06,0
376,84000,5,2016,CNV,6500.00,0.86153847,0,0.0,0
377,53100,7,2016,TMP,39600.00,0.30272728,0,0.0,0
378,52302,1,2016,CNV,99180.00,0.99280751,0,0.0,0
379,51300,21,2016,CNV,29604.00,0.89177138,0,0.0,0
380,41400,4,2016,TMP,1198855.30,1.04949796,1,0.0,0
381,72900,1,2016,TMP,307264.34,0.99770212,1,0.0,0
382,43900,14,2016,TMP,201855.86,0.92505759,1,0.06,0
383,63300,2,2016,TMP,726721.98,0.81770539,0,0.0,0
384,84000,3,2016,CNV,12327.88,0.8906641,0,0.0,0
385,51300,23,2016,CNV,7471.00,0.98998797,1,0.0,0
386,55602,3,2016,CNC,509555.64,0.8234551,0,0.0,0
388,86500,3,2016,TMP,14912.16,0.7810123,0,0.25,0
389,57600,4,2016,TMP,90967.41,0.11946586,0,0.0,1
390,82300,2,2016,TMP,1179312.56,0.88859802,0,0.49000001,0
391,77200,8,2016,CNV,12337.50,0.68449849,0,0.0,0
392,48300,18,2016,PRP,26208.00,1.0,0,0.0,0
393,88028,6,2016,PRP,7960.00,1.0,0,0.0,0
394,70700,10,2016,PRP,33000.00,1.0454545,0,0.06,0
395,50000,49,2016,CNV,19741.01,0.94762123,1,0.0,0
396,88036,7,2016,CNV,58784.67,0.98875082,1,0.0,0
397,47700,31,2016,PRP,4491.60,0.49959925,0,0.0,0
398,52900,15,2016,CNV,91470.00,0.86837214,0,0.61000001,0
400,70500,1,2016,TMP,784372.72,0.99977517,1,0.0,0
401,79100,3,2016,TMP,800000.00,0.99810302,1,0.0,0
402,56900,5,2016,TMP,77175.02,0.98107898,0,0.5,0
403,50000,47,2016,CNV,18034.58,0.62849146,0,0.0,0
404,52000,3,2016,TMP,18496.74,0.99847865,1,0.0,0
405,55601,17,2016,TMP,140571.04,0.99109346,1,0.0,0
406,44700,6,2016,CNC,149990.58,1.74694169,1,0.68000001,0
407,48500,59,2016,PRP,24840.00,0.97826087,0,0.0,0
408,75700,13,2016,CNV,18451.50,1.0,0,0.46000001,0
409,44700,68,2016,PRP,1661.00,1.0,0,0.68000001,0
410,69800,33,2016,PRP,2463.36,0.85736555,0,0.0,0
411,45003,13,2016,TMP,824329.99,0.79891413,0,0.0,0
412,61300,8,2016,TMP,42883.57,1.0,0,1.0,0
413,61300,7,2016,TMP,1101030.35,1.0,1,1.0,0
414,88032,2,2016,TMP,365073.61,0.99999475,1,0.0,0
415,54911,13,2016,PRE,51500.00,0.91009706,1,0.0,0
416,66200,4,2016,TMP,403304.63,0.99963194,0,0.0,0
417,63300,5,2016,PRP,18561.35,0.91588163,0,0.0,0
418,45003,8,2016,TMP,679745.26,0.73881418,0,0.0,0
419,50000,48,2016,CNV,28897.35,0.94724947,1,0.0,0
420,63700,4,2016,TMP,10341.79,0.86933982,0,0.19,0
422,73300,11,2016,TMP,31077.17,0.9652983,0,0.0,0
423,67800,6,2016,PRP,33300.00,1.0,0,0.14,0
424,67800,5,2016,PRP,230000.00,1.0,0,0.14,0
425,83101,448,2016,CNV,64172.43,0.84239447,0,0.0,0
426,74900,2,2016,TMP,207478.00,0.6507678,1,0.0,0
427,43100,2,2016,TMP,356010.27,0.94185734,0,0.79000002,0
428,43900,6,2016,TMP,480789.22,0.75650221,0,0.06,0
429,59901,6,2016,CNV,52500.00,0.88,0,0.0,0
430,84000,7,2016,TMP,19000.00,0.99473685,1,0.0,0
431,88041,18,2016,CNV,2310.00,0.85930735,0,0.0,0
432,43101,2,2016,PRP,159296.00,0.28249297,0,0.79000002,0
433,84000,2,2016,CNV,21840.93,0.95577431,0,0.0,0
434,69500,50,2016,TMP,88893.22,0.82334274,0,0.43000001,0
435,69500,51,2016,TMP,433839.52,1.0,0,0.43000001,0
436,69500,48,2016,TMP,115871.42,0.83084291,0,0.43000001,0
437,44500,16,2016,CNC,4315792.44,0.92526048,1,0.97000003,0
