,vl_licitacao,indicador1,indicador2,indicador3,indicador4,Id,Prob,Grupo
0,"7.000,00","0,9171",1,"0,6700",0,3,"1,0000",4
1,"300.000,00","1,0000",1,"0,0000",0,4,"1,0000",3
2,"44.000,00","1,0000",0,"0,0000",0,5,"0,3869",1
3,"18.000,00","1,0000",0,"0,0000",0,6,"0,9400",1
4,"46.920,00","0,4087",0,"0,0000",0,7,"0,0469",1
5,"37.516,60","0,9329",1,"0,7500",0,8,"1,0000",4
6,"9.887,78","0,9325",0,"0,0000",0,9,"0,2261",1
7,"10.000,00","1,0000",0,"0,0000",0,10,"1,0000",1
8,"342.000,00","1,0000",0,"0,0000",0,11,"0,0523",1
9,"350.000,00","0,9994",1,"0,0000",0,12,"0,6568",3
10,"14.875,92","0,8551",0,"0,0000",0,13,"0,1800",1
11,"59.887,33","0,6300",0,"0,0000",0,14,"0,0797",1
12,"6.600,00","0,9683",1,"0,6700",0,15,"1,0000",4
13,"14.983,93","0,9009",0,"0,0000",0,16,"0,2162",1
14,"17.340,00","0,0029",0,"0,6700",0,17,"0,9990",6
15,"3.200,00","0,5594",1,"0,6700",0,18,"1,0000",4
16,"603.070,66","0,9598",1,"0,3300",0,19,"0,0005",3
17,"244.694,00","0,8786",0,"0,1400",0,20,"0,0000",-1
18,"51.085,00","0,9377",0,"0,0000",0,21,"0,1834",1
19,"4.200,00","0,8333",0,"0,0000",0,22,"0,1403",1
20,"7.970,00","0,9409",0,"0,0000",0,23,"0,2226",1
21,"583.641,52","0,9300",1,"0,0000",0,25,"0,2210",3
22,"107.345,80","0,9970",1,"0,0000",0,26,"1,0000",3
23,"276.000,00","0,9957",0,"0,0000",0,27,"0,0783",1
24,"10.000,00","0,9500",0,"0,0000",0,28,"0,2617",1
25,"4.068,05","1,0000",0,"0,0000",0,29,"0,9548",1
26,"45.000,00","0,3778",0,"0,0000",0,30,"0,0402",1
27,"72.000,00","0,9167",1,"0,9700",0,31,"0,0000",-1
28,"125,00","0,6792",0,"0,6700",0,32,"1,0000",6
29,"21.000,00","0,9300",0,"0,0000",0,33,"0,2401",1
30,"5.379,82","0,9950",0,"0,0000",0,34,"0,7348",1
31,"26.400,00","0,9545",0,"0,0000",0,35,"0,2577",1
32,"65.665,99","0,8766",0,"0,0000",0,36,"0,1385",1
33,"8.000,00","0,9999",1,"0,6700",0,37,"1,0000",4
34,"110.457,48","1,0172",1,"0,0000",0,38,"1,0000",3
35,"50.088,50","0,6888",0,"0,0000",0,39,"0,1032",1
36,"267.289,24","0,9998",1,"0,0000",0,40,"1,0000",3
37,"53.000,00","1,0000",0,"0,0000",0,41,"0,3219",1
38,"82.668,03","0,7582",0,"0,0000",0,42,"0,0888",1
39,"127.222,85","0,9991",1,"0,0000",0,43,"1,0000",3
40,"36.633,86","0,5855",1,"0,0000",0,44,"0,2737",3
41,"4.279.801,71","0,7591",0,"0,0000",0,45,"0,0016",1
42,"152.992,00","0,6977",1,"0,0000",0,46,"0,3460",3
43,"4.320,00","1,0069",0,"0,6700",0,47,"1,0000",6
44,"194.040,77","0,8340",0,"0,0000",0,48,"0,0684",1
45,"26,90","1,2494",0,"0,0000",0,49,"0,0190",1
46,"17.077,50","0,8661",0,"0,0000",0,50,"0,1889",1
47,"10.136,63","0,9251",0,"0,3300",0,51,"0,0000",-1
48,"85.747,02","0,9299",0,"0,4900",0,52,"0,0000",-1
49,"3.973,58","0,7298",0,"0,0000",0,53,"0,1047",1
50,"2.309.094,37","0,9941",1,"0,3300",0,54,"0,0005",3
51,"30.351,00","0,8237",0,"0,0000",1,55,"1,0000",0
52,"11.300,00","1,2389",0,"0,0000",1,56,"1,0000",0
53,"18.500,00","0,9697",1,"0,9600",0,57,"0,0000",-1
54,"3.000,00","0,9933",0,"0,0000",0,58,"0,6054",1
55,"172.250,00","0,5399",1,"0,0000",0,59,"0,2241",3
56,"26.132,88","0,6697",0,"0,0000",0,61,"0,1027",1
57,"899.414,16","0,9986",1,"0,0000",0,62,"0,1280",3
58,"31.990,00","0,9017",0,"0,0000",0,63,"0,2136",1
59,"1.052.297,74","0,9914",0,"0,0000",0,64,"0,0116",1
60,"33.528,00","1,0000",1,"0,0000",0,65,"1,0000",3
61,"59.880,00","1,0000",0,"0,4900",0,66,"0,0000",-1
62,"66.446,11","0,8853",0,"0,0000",0,67,"0,1390",1
63,"12.000,00","1,0000",0,"0,0000",0,68,"1,0000",1
64,"13.071,34","0,9838",1,"0,0000",0,69,"1,0000",3
65,"122.742,00","0,8136",0,"0,0000",0,70,"0,0827",1
66,"6.750,00","0,7407",0,"0,0000",0,71,"0,1119",1
67,"7.200,00","0,9167",0,"0,0000",0,72,"0,1968",1
68,"32.820,00","0,9982",1,"0,0000",0,73,"1,0000",3
69,"44.969,78","0,7783",0,"0,5700",1,74,"0,2456",0
70,"318.243,54","0,9878",0,"0,0000",0,75,"0,0653",1
71,"2.052.015,00","0,9699",0,"0,0000",0,76,"0,0046",1
72,"3.953,50","1,0000",0,"0,0000",0,77,"0,9482",1
73,"230.000,00","0,9126",0,"0,9600",0,78,"1,0000",2
74,"259.345,22","0,9684",0,"0,0000",0,79,"0,0888",1
75,"431.190,00","0,8348",1,"0,0000",0,80,"0,2759",3
76,"40.000,00","0,6752",0,"0,0000",0,81,"0,1035",1
77,"52.000,00","0,9615",1,"0,0000",0,82,"1,0000",3
78,"7.200,00","0,9500",1,"0,0000",0,83,"1,0000",3
79,"40.509,90","0,8780",0,"0,0000",0,84,"0,1766",1
80,"6.720,00","0,0000",0,"0,0000",0,85,"0,0105",1
81,"9.811,45","0,5759",0,"0,0000",0,86,"0,0698",1
82,"179,50","0,8802",1,"0,0000",0,87,"0,7968",3
83,"14.500,00","0,9975",0,"0,0000",0,88,"0,9157",1
84,"9.161.235,00","0,9355",1,"0,9700",0,89,"0,0000",-1
85,"467.293,65","0,6651",0,"0,0000",0,90,"0,0224",1
86,"660.937,47","0,8004",1,"0,0000",0,91,"0,1643",3
87,"64.698,00","0,9969",1,"0,0000",0,92,"1,0000",3
88,"12.300,00","1,3415",0,"0,0000",0,93,"0,0143",1
89,"17.800,00","0,8090",0,"0,0000",1,94,"1,0000",0
90,"269.334,10","0,7041",0,"0,0000",0,95,"0,0394",1
91,"13.200,00","1,0000",1,"0,0000",0,96,"1,0000",3
92,"48.835,50","0,9829",0,"0,0000",0,97,"0,2722",1
93,"42.480,00","1,0053",0,"0,6700",0,98,"1,0000",6
94,"910.177,62","1,0000",1,"0,0000",0,99,"0,1252",3
95,"280.000,00","1,0000",0,"0,0000",0,100,"0,0758",1
96,"44.833,33","0,9323",0,"0,0000",0,101,"0,1963",1
97,"288.824,10","0,9845",0,"0,0000",0,102,"0,0782",1
98,"22.461,80","0,9972",1,"0,0000",0,103,"1,0000",3
99,"78.540,60","1,0000",1,"0,0000",0,104,"1,0000",3
100,"501.110,00","0,8479",0,"0,0000",0,105,"0,0317",1
101,"296.729,13","0,9999",1,"0,0000",0,106,"1,0000",3
102,"35.000,00","0,9613",1,"0,0000",0,107,"1,0000",3
103,"221.350,16","0,9952",0,"0,0000",0,108,"0,0873",1
104,"76.993,00","0,9189",0,"0,0000",0,109,"0,1373",1
105,"12.025,00","1,0000",1,"0,0000",0,110,"1,0000",3
106,"388,83","0,9683",1,"0,4900",0,111,"0,0000",-1
107,"22.849,76","0,9700",0,"0,0000",0,112,"0,2984",1
108,"36.928,53","0,9832",0,"0,0000",0,113,"0,3153",1
109,"8.984,52","0,6678",0,"0,0000",0,114,"0,0887",1
110,"199.396,72","1,0000",1,"0,0000",0,115,"0,9680",3
111,"29.000,00","0,6379",0,"0,6800",0,116,"1,0000",6
112,"32.500,00","1,0000",0,"0,0000",0,117,"0,6267",1
113,"26.100,00","0,3952",0,"0,6700",1,118,"0,2090",0
114,"16.100,00","0,4348",0,"0,6800",0,119,"1,0000",6
115,"155.158,40","0,9399",0,"0,0000",1,120,"1,0000",0
116,"3.000,00","1,0000",0,"0,6800",0,121,"1,0000",6
117,"24.000,00","0,9229",0,"0,0000",0,122,"0,2363",1
118,"2.740.250,29","1,0000",1,"0,0000",0,123,"0,0272",3
119,"251.250,00","1,0000",1,"0,0000",0,124,"1,0000",3
120,"80.000,00","0,8937",0,"0,0000",0,125,"0,1282",1
121,"8.430,00","0,8667",0,"0,3300",0,126,"0,0000",-1
122,"1,76","0,7784",0,"0,0000",0,127,"0,1204",1
123,"32.461,60","0,7701",0,"0,4900",0,128,"0,0000",-1
124,"17.581,84","1,0000",0,"0,6800",0,129,"1,0000",6
125,"63.495,00","1,0000",0,"0,9600",0,130,"1,0000",2
126,"10.640,00","0,8459",1,"0,0000",0,131,"0,7546",3
127,"10.000,00","0,7019",0,"1,0000",0,132,"1,0000",2
128,"55.215,37","0,8259",0,"0,6800",0,133,"1,0000",6
129,"188.100,00","0,8549",0,"0,0000",0,134,"0,0700",1
130,"16.767,00","0,4771",0,"0,0000",0,135,"0,0575",1
131,"489.347,91","0,9990",1,"0,0000",0,136,"0,3018",3
132,"256.748,72","0,9997",0,"0,0000",0,137,"0,0809",1
133,"7.208,04","1,0000",0,"0,1900",0,138,"0,0000",-1
134,"30.827,41","1,0000",0,"0,6800",0,139,"1,0000",6
135,"189.504,00","0,7522",0,"0,0000",0,140,"0,0536",1
136,"3.800,00","0,8553",0,"0,0000",0,141,"0,1504",1
137,"58.897,15","0,9397",1,"0,0000",0,142,"1,0000",3
138,"3.424.268,88","1,0348",0,"0,0000",0,144,"0,0022",1
139,"1.098.675,11","0,9947",1,"0,0000",0,145,"0,0965",3
140,"4.189.005,14","0,9988",1,"0,0000",0,146,"0,0157",3
141,"187.539,69","0,6180",1,"0,0000",0,147,"0,2664",3
142,"100.740.521,08","0,8037",0,"0,9700",0,148,"0,0000",-1
143,"6.000,00","0,7242",1,"0,6700",0,149,"1,0000",4
144,"989.500,00","0,9830",1,"0,0000",0,150,"0,1115",3
145,"2.650,00","1,0377",1,"0,0000",0,151,"1,0000",3
146,"111,66","0,8956",1,"0,9600",0,152,"0,0000",-1
147,"316.072,11","0,9990",1,"0,6800",0,153,"1,0000",4
148,"52.800,00","0,9205",0,"0,0000",0,154,"0,1746",1
149,"20.153,02","0,8331",0,"0,0000",0,155,"0,1680",1
150,"83.000,00","0,8313",1,"0,2800",0,156,"0,0005",3
151,"8.445,84","1,0000",1,"0,0000",0,158,"1,0000",3
152,"433.668,20","0,8018",0,"0,4900",0,159,"0,0000",-1
153,"2.450,00","0,9796",0,"0,6000",0,160,"0,0654",7
154,"27.092,00","0,8490",0,"0,0000",0,161,"0,1873",1
155,"22.000,00","0,9833",0,"0,0000",0,162,"0,3802",1
156,"116.350,56","0,4074",0,"0,0000",0,163,"0,0379",1
157,"593.544,00","0,8463",0,"0,0000",0,164,"0,0274",1
158,"40.890,00","0,9293",0,"0,6800",0,165,"1,0000",6
159,"79.602,05","0,9994",1,"0,8200",0,166,"0,0000",-1
160,"10.081,50","1,0000",1,"0,0000",0,167,"1,0000",3
161,"245.532,93","1,0000",1,"0,0000",0,168,"1,0000",3
162,"1.436,05","0,9999",0,"0,0000",1,169,"1,0000",0
163,"256.746,62","0,8332",0,"0,0000",0,170,"0,0705",1
164,"266.658,32","1,0000",1,"0,9700",0,171,"0,0000",-1
165,"589.231,19","0,8790",0,"0,3500",0,172,"0,0000",-1
166,"271.623,98","0,9996",1,"0,7900",0,173,"0,0000",-1
167,"4.281,96","0,9762",0,"0,6800",0,174,"1,0000",6
168,"270.000,00","0,9239",0,"0,3800",0,175,"0,0000",-1
169,"58.491,39","0,7633",0,"0,0000",0,176,"0,1097",1
170,"234.338,21","1,0000",1,"0,5000",0,177,"0,0000",-1
171,"1.228.727,23","0,9978",1,"0,3300",0,178,"0,0005",3
172,"1.150.184,39","1,0000",1,"0,2200",0,179,"0,0005",3
173,"2.110.580,72","0,8744",0,"0,0000",0,180,"0,0044",1
174,"132.000,00","0,9848",0,"0,3300",0,181,"0,0000",-1
175,"15.247,52","0,9700",0,"0,2500",0,182,"1,0000",5
176,"17.965,53","0,7738",0,"0,3800",0,183,"0,0000",-1
177,"8.113,26","1,0000",0,"0,0000",0,184,"1,0000",1
178,"590,00","0,9661",0,"0,6800",0,185,"1,0000",6
179,"5.572,93","0,9326",0,"0,3300",0,186,"0,0000",-1
180,"49.000,00","0,9327",0,"0,2200",0,187,"1,0000",5
181,"30.535,47","0,9932",0,"0,0000",0,188,"0,5540",1
182,"158.988,76","0,8240",0,"0,7900",0,189,"0,0000",-1
183,"38.935,45","0,9503",0,"0,0000",0,190,"0,2133",1
184,"14.550,00","0,6701",1,"0,0000",0,191,"0,3586",3
185,"27.752,74","0,7929",0,"0,0000",0,192,"0,1575",1
186,"83.849,82","0,9534",0,"0,0000",0,193,"0,1347",1
187,"77.708,40","0,9961",1,"0,0000",0,194,"1,0000",3
188,"49.404,48","1,0000",1,"0,0000",0,195,"1,0000",3
189,"253.117,91","1,0899",0,"0,2500",0,196,"1,0000",5
190,"1.768.154,44","0,9987",1,"0,4900",0,197,"0,0000",-1
191,"262.854,13","0,9998",1,"0,0000",0,198,"1,0000",3
192,"28.062,85","0,8898",1,"0,0000",0,199,"0,9390",3
193,"96.592,09","0,9073",1,"0,0000",0,200,"0,6996",3
194,"38.400,00","0,5703",0,"0,6800",0,201,"1,0000",6
195,"65.800,00","0,9643",0,"0,0000",0,202,"0,1810",1
196,"69.000,00","0,9957",0,"0,0000",0,203,"0,2832",1
197,"104.030,27","1,0415",1,"0,0000",0,204,"0,9339",3
198,"850.352,65","0,9926",1,"0,2200",0,205,"0,0005",3
199,"23.004,20","1,0000",1,"0,0000",0,206,"1,0000",3
200,"15.799,69","0,9740",1,"0,0000",0,207,"1,0000",3
201,"104.270,51","0,9500",0,"0,2500",0,208,"1,0000",5
202,"16.079,00","0,8499",0,"0,0000",0,209,"0,1820",1
203,"19.500,00","0,5590",0,"0,0000",0,210,"0,0723",1
204,"944.948,57","0,9991",1,"0,0000",0,211,"0,1201",3
205,"420.371,88","1,0000",0,"0,0000",0,212,"0,0394",1
206,"7.533,33","0,9292",0,"0,8800",0,213,"0,0000",-1
207,"63.366,76","0,8700",1,"0,3300",0,214,"0,0005",3
208,"32.620,40","0,9000",0,"0,0000",0,215,"0,2122",1
209,"893.421,61","0,9970",1,"0,0000",0,216,"0,1292",3
210,"2.078.467,87","0,8191",0,"0,0000",0,217,"0,0045",1
211,"20.580,00","0,8503",0,"0,0000",0,218,"0,1871",1
212,"1.196.771,39","0,9696",1,"0,8500",0,219,"0,0000",-1
213,"44.580,00","0,9408",0,"0,3300",0,220,"0,0000",-1
214,"6.194,40","0,7733",0,"0,9600",0,221,"1,0000",2
215,"3.803.612,69","0,7855",0,"0,0000",0,222,"0,0019",1
216,"255.996,56","0,9970",1,"0,0000",0,223,"1,0000",3
217,"54.342,00","1,0765",0,"0,0000",0,224,"0,0611",1
218,"16.800,00","1,0000",0,"0,0000",0,225,"0,9810",1
219,"26.281,15","0,7589",1,"0,5100",0,226,"0,0000",-1
220,"4.200,00","0,8003",0,"0,6100",0,227,"1,0000",7
221,"25.500,00","0,9369",0,"0,1400",0,228,"0,0000",-1
222,"281.439,16","0,9992",0,"0,0000",0,229,"0,0756",1
223,"295.042,74","0,9999",1,"0,0000",0,230,"1,0000",3
224,"319.245,94","1,0000",0,"0,6000",0,231,"0,0654",7
225,"231.879,96","0,8264",0,"0,0000",0,232,"0,0681",1
226,"364.411,40","1,0000",1,"0,0000",0,233,"0,5984",3
227,"476.585,00","0,1259",0,"0,0000",0,234,"0,0094",1
228,"373.475,47","0,8994",1,"0,0000",0,235,"0,4180",3
229,"45.086,72","0,9278",0,"0,0000",0,236,"0,1943",1
230,"1.199.403,00","1,0000",1,"0,0000",0,237,"0,0836",3
231,"150,00","1,0000",0,"0,0000",0,238,"0,5693",1
232,"57.000,00","0,4279",0,"0,6800",0,239,"1,0000",6
233,"9.351,81","0,8538",0,"0,0000",0,240,"0,1663",1
234,"2.908,02","0,9995",1,"0,9600",0,241,"0,0000",-1
235,"21.078,75","0,9712",1,"0,0000",0,242,"1,0000",3
236,"21.486,91","0,9500",1,"0,0000",0,243,"1,0000",3
237,"263.012,31","0,9961",0,"0,0000",0,244,"0,0782",1
238,"45.968,79","0,9901",1,"0,9700",0,245,"0,0000",-1
239,"4.047,40","1,2724",0,"0,0000",0,246,"0,0175",1
240,"14.040,45","0,9957",1,"0,2800",0,247,"0,0005",3
241,"2.799,48","0,9645",0,"0,0000",0,248,"0,2333",1
242,"4.849,06","0,8333",0,"0,0000",0,249,"0,1414",1
243,"4.800,00","0,9123",0,"0,0000",0,250,"0,1821",1
244,"124.480,00","1,0273",1,"0,0000",0,251,"0,9994",3
245,"410.335,84","0,9885",1,"0,0000",0,252,"0,4454",3
246,"49.129,02","1,0000",0,"0,4600",0,253,"0,0000",-1
247,"12.950,00","0,4632",0,"0,0000",0,254,"0,0536",1
248,"150.000,00","0,5200",0,"0,0000",0,255,"0,0377",1
249,"60.480,00","0,6935",0,"0,0000",0,256,"0,0952",1
250,"22.366,30","0,8430",0,"0,0000",0,257,"0,1865",1
251,"30.538,80","0,9978",1,"0,7500",0,258,"1,0000",4
252,"16.970,00","0,5598",0,"0,0000",0,259,"0,0706",1
253,"97.340,00","1,0000",0,"0,6800",0,260,"1,0000",6
254,"50.400,00","0,9762",0,"0,0000",0,261,"0,2278",1
255,"382,60","0,4001",0,"0,0000",0,262,"0,0406",1
256,"49.290,66","0,9890",0,"0,5100",0,263,"0,0000",-1
257,"35.796,00","0,3319",0,"0,2500",0,264,"0,9999",5
258,"40.917,31","1,0500",1,"0,0000",0,265,"1,0000",3
259,"76.987,94","0,8852",0,"0,0000",0,266,"0,1306",1
260,"281.850,00","1,0106",1,"0,0000",0,267,"1,0000",3
261,"261.775,90","1,0000",1,"0,0000",0,268,"1,0000",3
262,"24.000,00","1,0000",0,"0,6800",0,269,"1,0000",6
263,"3.998,04","1,2967",1,"0,0000",0,270,"0,1771",3
264,"175.839,69","0,7693",0,"0,0000",0,271,"0,0595",1
265,"17.033,31","0,9452",0,"0,0000",0,272,"0,2611",1
266,"2.670,00","1,0000",0,"0,0000",0,273,"0,7730",1
267,"2.767,00","0,9396",0,"0,6700",0,274,"1,0000",6
268,"9.600,00","0,6875",0,"0,6900",0,275,"1,0000",6
269,"556.094,32","0,7500",0,"0,0000",0,276,"0,0229",1
270,"320.000,00","0,9375",0,"0,0000",0,277,"0,0669",1
271,"63.906,00","1,0000",0,"0,7500",0,278,"0,0000",-1
272,"46.183,03","1,0500",0,"0,0000",0,279,"0,0920",1
273,"11.191,82","0,8042",0,"0,8500",0,280,"0,0000",-1
274,"298.684,68","0,9999",1,"0,0000",0,281,"1,0000",3
275,"24.000,00","0,4208",0,"0,9600",0,282,"1,0000",2
276,"2.500,00","1,0000",0,"0,0000",0,283,"0,7520",1
277,"2.243.333,50","0,8880",0,"0,5000",0,285,"0,0000",-1
278,"316.231,30","0,9995",1,"0,0000",0,286,"0,9038",3
279,"292.601,12","0,9965",1,"0,0000",0,287,"1,0000",3
280,"126.226,33","0,9838",1,"0,0000",0,288,"1,0000",3
281,"10.302,18","0,9995",1,"0,0000",0,292,"1,0000",3
282,"9.276,00","1,0349",0,"0,0000",0,293,"0,1339",1
283,"35.514,00","0,9894",0,"0,2500",0,294,"1,0000",5
284,"12.243.336,80","0,7747",0,"0,9700",1,295,"0,1443",0
285,"143.040,00","0,8188",0,"0,0000",0,296,"0,0774",1
286,"555.820,08","0,6066",0,"0,0000",0,297,"0,0170",1
287,"148.500,00","1,0303",1,"0,0000",0,298,"0,8361",3
288,"370.000,00","0,9973",0,"0,0000",0,299,"0,0471",1
289,"43.200,00","1,0000",0,"0,0000",0,300,"0,3899",1
290,"138.804,18","0,5706",0,"0,0000",0,301,"0,0420",1
291,"848.677,23","1,0000",1,"0,0000",0,302,"0,1392",3
292,"10,27","0,2463",1,"0,0000",0,303,"0,1109",3
293,"121.245,17","0,9098",0,"0,0000",0,304,"0,0946",1
294,"46.811,58","0,8900",0,"0,0000",0,305,"0,1755",1
295,"114.476,88","0,9121",0,"0,0000",0,306,"0,1016",1
296,"555,14","64,8393",0,"0,0000",0,307,"0,0001",1
297,"146.753,98","0,9601",0,"0,0000",0,308,"0,1014",1
298,"805.843,71","1,0557",1,"0,0000",0,309,"0,1404",3
299,"140.963,40","0,5605",0,"0,5100",0,310,"0,0000",-1
300,"709.564,45","0,9950",1,"0,2500",0,311,"0,0005",3
301,"106.252,20","0,8979",0,"0,0000",0,312,"0,1053",1
302,"263.687,15","0,9732",0,"0,1400",0,313,"0,0000",-1
303,"28.240,60","0,6374",0,"0,1900",0,314,"0,0000",-1
304,"89.351,22","0,8142",1,"0,0000",0,315,"0,6143",3
305,"3.230.700,00","0,9980",1,"0,2800",0,316,"0,0005",3
306,"50.746,00","0,7378",1,"0,0000",0,317,"0,5224",3
307,"8.727,78","0,8895",0,"0,0000",0,318,"0,1892",1
308,"8.840,00","0,9887",0,"0,0000",0,319,"0,4154",1
309,"263.575,00","0,4496",0,"0,0000",0,320,"0,0217",1
310,"62.622,69","0,8600",0,"0,6700",0,321,"1,0000",6
311,"36.840,11","1,0000",1,"0,0000",0,322,"1,0000",3
312,"51.038,73","0,8826",0,"0,9600",0,323,"1,0000",2
313,"1.507.704,98","0,9949",0,"0,0000",0,324,"0,0071",1
314,"50.000,00","0,9580",0,"0,0000",0,325,"0,1923",1
315,"30.217,25","0,9953",0,"0,0000",0,326,"0,6328",1
316,"42.600,00","0,9859",0,"0,3300",0,327,"0,0000",-1
317,"58.280,00","0,9952",1,"0,0000",0,328,"1,0000",3
318,"284.443,50","0,8900",0,"0,0000",0,329,"0,0727",1
319,"2.600,00","0,8185",0,"0,0000",0,330,"0,1316",1
320,"20.074,22","0,9300",1,"0,0000",0,331,"1,0000",3
321,"116.269,61","0,9926",1,"0,2500",0,332,"0,0005",3
322,"12.100,00","0,9950",0,"0,0000",0,333,"0,7670",1
323,"78.974,00","0,9784",1,"0,0000",0,334,"1,0000",3
324,"39.005,30","1,0833",0,"0,0000",0,335,"0,0564",1
325,"30.000,00","1,0000",1,"0,0000",0,336,"1,0000",3
326,"21.726,55","0,9021",0,"0,0000",0,337,"0,2210",1
327,"32.500,00","0,9823",0,"0,0000",0,338,"0,3309",1
328,"16.300,00","1,0000",0,"0,0000",0,339,"1,0000",1
329,"46.722,94","1,0000",1,"0,0000",0,340,"1,0000",3
330,"9.467,25","1,0000",0,"0,6800",0,341,"1,0000",6
331,"65.065,57","1,0960",1,"0,0000",0,342,"0,5350",3
332,"1.850.048,50","0,9999",0,"0,0000",0,343,"0,0054",1
333,"6.390,00","0,9859",1,"0,0000",0,345,"1,0000",3
334,"268.203,92","3,5934",0,"0,7500",0,346,"0,0000",-1
335,"39.309,95","0,8866",0,"0,7500",0,347,"0,0000",-1
336,"26.431,91","1,0000",1,"0,0000",0,349,"1,0000",3
337,"875,00","1,0000",0,"0,4600",0,350,"0,0000",-1
338,"5.200.584,96","0,9458",0,"0,7500",0,351,"0,0000",-1
339,"1.970.479,52","0,9988",1,"0,0000",0,352,"0,0424",3
340,"16.680,00","0,8927",0,"0,0000",0,353,"0,2129",1
341,"1.375,16","0,7737",0,"0,3300",0,354,"0,0000",-1
342,"13.940,00","0,9710",0,"0,0000",0,355,"0,3259",1
343,"42.077,73","1,0000",0,"0,0000",0,356,"0,4019",1
344,"3.350,00","0,8657",0,"0,0000",0,358,"0,1514",1
345,"107.896,27","1,0000",1,"0,0000",0,359,"1,0000",3
346,"365.123,64","1,0000",1,"0,0000",0,360,"0,5936",3
347,"94.000,00","0,8670",1,"0,0000",0,361,"0,6645",3
348,"207.324,02","0,6702",0,"0,0000",0,362,"0,0396",1
349,"606.219,79","0,9401",1,"0,0600",0,363,"0,0009",3
350,"613.200,20","0,8255",0,"0,0600",1,364,"1,0000",0
351,"483.220,00","0,9914",1,"0,0600",0,365,"0,0009",3
352,"78.000,00","1,0577",0,"0,0000",0,366,"0,0761",1
353,"443.861,94","0,9998",1,"0,9300",0,367,"0,0000",-1
354,"778.845,94","0,9999",1,"0,9300",0,368,"0,0000",-1
355,"35.000,00","0,8996",1,"0,2500",0,372,"0,0005",3
356,"95.000,00","0,6807",0,"0,2500",0,373,"1,0000",5
357,"159.729,31","0,9935",1,"0,2500",0,374,"0,0005",3
358,"250,00","0,7000",1,"0,0600",0,375,"0,0009",3
359,"6.500,00","0,8615",0,"0,0000",0,376,"0,1601",1
360,"39.600,00","0,3027",0,"0,0000",0,377,"0,0281",1
361,"99.180,00","0,9928",0,"0,0000",0,378,"0,1833",1
362,"29.604,00","0,8918",0,"0,0000",0,379,"0,2066",1
363,"1.198.855,30","1,0495",1,"0,0000",0,380,"0,0826",3
364,"307.264,34","0,9977",1,"0,0000",0,381,"0,9976",3
365,"201.855,86","0,9251",1,"0,0600",0,382,"0,0009",3
366,"726.721,98","0,8177",0,"0,0000",0,383,"0,0198",1
367,"12.327,88","0,8907",0,"0,0000",0,384,"0,1997",1
368,"7.471,00","0,9900",1,"0,0000",0,385,"1,0000",3
369,"509.555,64","0,8235",0,"0,0000",0,386,"0,0296",1
370,"14.912,16","0,7810",0,"0,2500",0,388,"1,0000",5
371,"90.967,41","0,1195",0,"0,0000",1,389,"1,0000",0
372,"1.179.312,56","0,8886",0,"0,4900",0,390,"0,0000",-1
373,"12.337,50","0,6845",0,"0,0000",0,391,"0,0962",1
374,"26.208,00","1,0000",0,"0,0000",0,392,"0,7714",1
375,"7.960,00","1,0000",0,"0,0000",0,393,"1,0000",1
376,"33.000,00","1,0455",0,"0,0600",0,394,"0,0001",1
377,"19.741,01","0,9476",1,"0,0000",0,395,"1,0000",3
378,"58.784,67","0,9888",1,"0,0000",0,396,"1,0000",3
379,"4.491,60","0,4996",0,"0,0000",0,397,"0,0564",1
380,"91.470,00","0,8684",0,"0,6100",0,398,"1,0000",7
381,"784.372,72","0,9998",1,"0,0000",0,400,"0,1496",3
382,"800.000,00","0,9981",1,"0,0000",0,401,"0,1446",3
383,"77.175,02","0,9811",0,"0,5000",0,402,"0,0000",-1
384,"18.034,58","0,6285",0,"0,0000",0,403,"0,0840",1
385,"18.496,74","0,9985",1,"0,0000",0,404,"1,0000",3
386,"140.571,04","0,9911",1,"0,0000",0,405,"1,0000",3
387,"149.990,58","1,7469",1,"0,6800",0,406,"1,0000",4
388,"24.840,00","0,9783",0,"0,0000",0,407,"0,3373",1
389,"18.451,50","1,0000",0,"0,4600",0,408,"0,0000",-1
390,"1.661,00","1,0000",0,"0,6800",0,409,"1,0000",6
391,"2.463,36","0,8574",0,"0,0000",0,410,"0,1500",1
392,"824.329,99","0,7989",0,"0,0000",0,411,"0,0170",1
393,"42.883,57","1,0000",0,"1,0000",0,412,"1,0000",2
394,"1.101.030,35","1,0000",1,"1,0000",0,413,"0,0000",-1
395,"365.073,61","1,0000",1,"0,0000",0,414,"0,5939",3
396,"51.500,00","0,9101",1,"0,0000",0,415,"1,0000",3
397,"403.304,63","0,9996",0,"0,0000",0,416,"0,0424",1
398,"18.561,35","0,9159",0,"0,0000",0,417,"0,2361",1
399,"679.745,26","0,7388",0,"0,0000",0,418,"0,0180",1
400,"28.897,35","0,9472",1,"0,0000",0,419,"1,0000",3
401,"10.341,79","0,8693",0,"0,1900",0,420,"0,0000",-1
402,"31.077,17","0,9653",0,"0,0000",0,422,"0,2529",1
403,"33.300,00","1,0000",0,"0,1400",0,423,"0,0000",-1
404,"230.000,00","1,0000",0,"0,1400",0,424,"0,0000",-1
405,"64.172,43","0,8424",0,"0,0000",0,425,"0,1287",1
406,"207.478,00","0,6508",1,"0,0000",0,426,"0,2606",3
407,"356.010,27","0,9419",0,"0,7900",0,427,"0,0000",-1
