,vl_licitacao,indicador1,indicador2,indicador3,indicador4,Id,Prob,Grupo
8506,"2.580,14","0,9845",0,"0,0000",0,13910,"0,3032",1
8507,"85.940,83","0,9000",0,"0,0000",0,13911,"0,1232",1
8508,"65.494,00","0,9970",1,"0,0000",0,13912,"1,0000",3
8509,"16.100,00","0,7391",0,"0,0000",0,13914,"0,1200",1
8510,"34.019,20","0,8284",0,"0,0000",0,13916,"0,1634",1
8511,",35","1000,0000",0,"0,6100",0,13922,"0,0000",-1
8512,"4.873,33","0,4510",0,"0,2500",0,13924,"0,9999",5
8513,"74.000,00","1,0135",0,"0,0000",0,13928,"0,1780",1
8514,"53.222,00","0,6067",1,"0,0000",0,13932,"0,2906",3
8515,"178.320,64","0,8699",0,"0,0000",0,13933,"0,0726",1
8516,"175.573,07","0,8660",0,"0,0000",0,13935,"0,0728",1
8517,"37.178,86","0,9764",1,"0,4900",0,13936,"0,0000",-1
8518,"132.004,46","0,8799",0,"0,0000",0,13937,"0,0897",1
8519,"256.137,00","0,9550",1,"0,2800",0,13938,"0,0005",3
8520,"1.165.714,80","0,9945",1,"0,0000",0,13940,"0,0866",3
8521,"248.896,28","1,0000",1,"0,5400",0,13944,"0,0000",-1
8522,"750,00","1,0000",1,"0,2200",0,13946,"0,0005",3
8523,"247.141,82","0,9992",0,"0,0000",0,13952,"0,0820",1
8524,"12.000,00","1,0000",0,"0,0000",0,13954,"1,0000",1
8525,"250.800,00","0,6778",0,"0,0000",0,13956,"0,0366",1
8526,"15.941,86","1,0000",0,"0,3000",0,13958,"0,0000",-1
8527,"12.000,00","1,0000",0,"0,3900",0,13960,"0,0000",-1
8528,"63.000,00","0,4805",1,"0,0000",0,13962,"0,1993",3
8529,"96.000,00","0,9500",0,"0,0000",0,13964,"0,1181",1
8530,"150.000,00","1,0000",0,"0,0000",0,13966,"0,1067",1
8531,"367.241,85","0,9737",0,"0,5000",0,13968,"0,0000",-1
8532,"1.212.038,65","0,8220",0,"0,0000",0,13969,"0,0098",1
8533,"64.052,88","0,7606",1,"0,0000",0,13970,"0,5533",3
8534,"102.353,18","0,7980",0,"0,0000",0,13971,"0,0870",1
8535,"53.744,40","0,9608",0,"0,0000",0,13972,"0,1884",1
8536,"1.098.907,90","0,7178",0,"0,0000",0,13978,"0,0110",1
8537,"29.505,70","1,0000",0,"0,0000",0,13988,"0,6918",1
8538,"67.200,00","1,0000",0,"0,0000",0,13994,"0,2641",1
8539,"17.625,00","1,0000",0,"0,0000",0,13995,"0,9489",1
8540,"27.474,90","1,0000",1,"0,4900",0,13996,"0,0000",-1
8541,"34.968,94","0,9484",0,"0,9300",0,13998,"0,9998",2
8542,"32.322,42","0,9999",1,"0,0000",0,14001,"1,0000",3
8543,"1.464.746,38","1,0000",1,"0,0000",0,14003,"0,0632",3
8544,"39.500,00","1,0000",0,"0,0000",0,14004,"0,4525",1
8545,"8.922,50","0,9897",0,"0,0000",0,14007,"0,4542",1
8546,"31.500,00","0,9993",1,"0,0000",0,14009,"1,0000",3
8547,"14.580,00","1,0000",0,"0,0000",0,14010,"0,9838",1
8548,"68.274,80","0,8490",0,"0,0000",0,14015,"0,1280",1
8549,"12.025,41","1,0000",0,"0,0000",0,14016,"1,0000",1
8550,"15.600,00","0,7308",0,"0,0000",0,14018,"0,1151",1
8551,"7.900,00","0,9747",0,"0,0000",0,14020,"0,3081",1
8552,"108.368,84","0,9775",0,"0,0000",0,14024,"0,1539",1
8553,"120.891,30","0,9914",0,"0,0000",0,14026,"0,1393",1
8554,"600,00","1,0000",0,"0,0000",0,14027,"0,5963",1
8555,"56.352,00","0,9808",1,"0,0000",0,14033,"1,0000",3
8556,"32.336,00","0,9211",1,"0,0000",0,14034,"1,0000",3
8557,"76.075,00","1,0471",0,"0,0000",0,14035,"0,0897",1
8558,"42.104,00","0,9249",0,"0,0000",0,14036,"0,1950",1
8559,"2.136.559,42","0,8398",0,"0,0000",0,14037,"0,0043",1
8560,"278.653,24","0,8900",0,"0,0000",0,14042,"0,0722",1
8561,"37.058,79","0,9373",0,"0,0000",0,14043,"0,2281",1
8562,"3.753.544,41","1,0000",1,"0,0000",0,14044,"0,0180",3
8563,"24.826,70","0,5680",0,"0,0000",0,14045,"0,0717",1
8564,"369.167,35","0,9972",0,"0,0000",0,14050,"0,0475",1
8565,"14.000,00","1,0000",0,"0,0000",0,14052,"1,0000",1
8566,"247.646,45","0,9999",1,"0,9000",0,14054,"0,0000",-1
8567,"33.870,00","0,7921",0,"0,0000",0,14057,"0,1494",1
8568,"1.050.000,00","0,9982",0,"0,0000",0,14058,"0,0116",1
8569,"247.937,85","0,9699",0,"0,0000",0,14060,"0,0871",1
8570,"10.000,00","0,4600",1,"0,0000",0,14063,"0,1822",3
8571,"11.395,42","0,9871",0,"0,0000",0,14067,"0,3977",1
8572,"324.089,70","0,8915",0,"0,0000",0,14070,"0,0614",1
8573,"84.989,92","1,0003",0,"0,0000",0,14071,"0,2174",1
8574,"5.499,00","0,6819",0,"0,0000",0,14072,"0,0915",1
8575,"331.736,10","0,3014",1,"0,0000",0,14073,"0,1114",3
8576,"4.640,00","1,0000",0,"0,0000",0,14074,"1,0000",1
8577,"171.350,85","0,8466",0,"0,6100",0,14076,"1,0000",7
8578,"363.173,14","0,6800",0,"0,0000",0,14078,"0,0294",1
8579,"20.292,20","0,9818",0,"0,0000",0,14079,"0,3740",1
8580,"584.474,25","1,0000",1,"0,0000",0,14080,"0,2237",3
8581,"288.471,68","0,9095",0,"0,0000",1,14082,"1,0000",0
8582,"423.529,32","0,7367",1,"0,0000",0,14084,"0,1977",3
8583,"38.400,00","0,8750",0,"0,0000",0,14088,"0,1748",1
8584,"72.000,00","1,0000",1,"0,0000",0,14089,"1,0000",3
8585,"426.034,00","0,9923",0,"0,5700",0,14090,"0,0000",-1
8586,"4.303,00","0,9091",0,"0,0000",0,14091,"0,1816",1
8587,"532.608,13","0,9978",0,"0,0000",0,14092,"0,0287",1
8588,"6.912.138,92","0,5343",0,"0,0000",0,14094,"0,0009",1
8589,"50.997,93","0,9711",0,"0,0000",0,14095,"0,2075",1
8590,"44.800,00","0,6893",0,"0,0000",0,14097,"0,1069",1
8591,"27.000,00","1,0000",0,"0,0000",0,14098,"0,7527",1
8592,"93.705,35","0,7021",1,"0,0000",0,14099,"0,4202",3
8593,"952.431,90","0,9999",1,"0,0000",0,14100,"0,1183",3
8594,"35.500,00","1,0000",1,"0,0000",0,14101,"1,0000",3
8595,"813.764,89","0,6084",0,"0,0000",0,14103,"0,0123",1
8596,"648.442,31","0,9915",1,"0,6900",0,14104,"1,0000",4
8597,"1.270.917,07","0,7298",0,"0,0000",0,14105,"0,0089",1
8598,"266.271,33","0,9760",0,"0,6900",0,14106,"1,0000",6
8599,"15.081,94","0,9940",0,"0,4600",0,14107,"0,0000",-1
8600,"90.113,21","0,9986",1,"0,2500",0,14110,"0,0005",3
8601,"197.439,96","0,8448",0,"0,6100",0,14113,"1,0000",7
8602,"45.108,03","0,8200",0,"0,0000",0,14114,"0,1478",1
8603,"900,00","0,9444",0,"0,6700",0,14117,"1,0000",6
8604,"5.125,00","0,8780",1,"0,0000",0,14119,"0,8222",3
8605,"9.930,00","1,0000",0,"0,0000",0,14123,"1,0000",1
8606,"109.801,10","0,9700",1,"0,6100",0,14124,"1,0000",4
8607,"257.776,29","0,8448",0,"0,0000",0,14125,"0,0725",1
8608,"133.302,21","0,8926",0,"0,6100",0,14126,"1,0000",7
8609,"303.783,81","0,8174",0,"0,0000",0,14127,"0,0638",1
8610,"397.910,46","0,9489",0,"0,6100",0,14128,"1,0000",7
8611,"52.293,26","0,9501",0,"0,6100",0,14130,"1,0000",7
8612,"18.000,00","1,0000",0,"0,0000",0,14132,"0,9400",1
8613,"72.225,80","0,9996",0,"0,0000",0,14136,"0,2528",1
8614,"349.010,00","0,8080",0,"0,0000",0,14140,"0,0495",1
8615,"164.880,00","1,0000",1,"0,1400",0,14144,"0,0005",3
8616,"2.764.065,75","0,8650",0,"0,0000",0,14146,"0,0030",1
8617,"745.980,00","0,9939",1,"0,0000",0,14148,"0,1631",3
8618,"68.320,00","0,9792",0,"0,4200",0,14151,"0,0000",-1
8619,"2.794,36","80,8193",0,"0,0000",0,14152,"0,0001",1
8620,"512.906,20","0,9992",1,"0,0000",0,14155,"0,2797",3
8621,"7.900,00","0,9114",0,"0,0000",1,14156,"1,0000",0
8622,"18.952,15","0,9974",1,"0,0000",0,14160,"1,0000",3
8623,"29.116,00","0,9617",0,"0,0000",0,14162,"0,2518",1
8624,"2.766.694,48","0,9373",1,"0,0000",0,14170,"0,0268",3
8625,"289.050,81","0,9519",1,"0,0000",0,14172,"0,9029",3
8626,"64.959,84","0,8467",0,"0,0000",0,14176,"0,1302",1
8627,"15.300,00","0,5851",0,"0,0000",0,14177,"0,0760",1
8628,"28.000,00","0,9643",0,"0,0000",0,14184,"0,2592",1
8629,"17.220,00","1,0000",0,"0,0000",0,14186,"0,9853",1
8630,"7.200,00","0,9750",0,"0,0000",0,14188,"0,3020",1
8631,"341.734,98","0,7646",0,"0,0000",0,14190,"0,0432",1
8632,"514.555,20","0,7556",0,"0,0000",0,14192,"0,0257",1
8633,"34.632,00","0,8378",0,"0,0000",0,14194,"0,1700",1
8634,"10.417,00","0,9792",1,"0,7900",0,14196,"0,0000",-1
8635,"273.396,58","0,7868",0,"0,0000",0,14198,"0,0561",1
8636,"547.812,92","0,9911",0,"0,0000",0,14204,"0,0286",1
8637,"2.639.797,20","1,0000",0,"0,0000",0,14206,"0,0032",1
8638,"14.400,00","0,7550",1,"0,2500",0,14208,"0,0005",3
8639,"15.296,40","1,0000",0,"0,2500",0,14210,"1,0000",5
8640,"27.750,00","0,9986",0,"0,0000",0,14212,"0,7929",1
8641,"60.281,62","0,8151",0,"0,7500",0,14216,"0,0000",-1
8642,"547.500,00","0,8121",0,"0,7500",0,14218,"0,0000",-1
8643,"60.866,88","0,7309",0,"0,0000",0,14220,"0,1036",1
8644,"333.041,35","0,5990",0,"0,0000",0,14222,"0,0239",1
8645,"49.833,24","0,6008",0,"0,0000",0,14227,"0,0786",1
8646,"10.800,00","0,9689",0,"0,0000",0,14228,"0,3008",1
8647,"2.950.164,64","0,5983",1,"0,0000",0,14230,"0,0242",3
8648,"32.598,62","0,9888",1,"0,0000",0,14232,"1,0000",3
8649,"5.652.670,86","0,8779",0,"0,0000",0,14238,"0,0011",1
8650,"6.237,50","0,7114",0,"0,7900",0,14241,"0,0000",-1
8651,"373.168,56","1,0000",1,"0,3000",0,14247,"0,0005",3
8652,"169.997,21","0,9371",0,"0,0000",0,14256,"0,0781",1
8653,"1.049.883,93","0,9999",1,"0,0000",0,14258,"0,1010",3
8654,"22.143,93","0,9456",1,"0,0000",0,14260,"1,0000",3
8655,"169.147,07","0,8370",0,"0,0000",0,14270,"0,0700",1
8656,"372.833,34","0,3526",0,"0,0000",0,14272,"0,0145",1
8657,"2.360.938,45","0,2647",1,"0,0000",0,14274,"0,0305",3
8658,"3.013.330,12","0,9292",1,"0,0000",0,14276,"0,0239",3
8659,"5.408.047,28","0,7305",1,"0,0000",0,14278,"0,0116",3
8660,"15.388,50","1,0361",0,"0,0000",0,14280,"0,1294",1
8661,"63.707,48","1,2231",1,"0,0000",0,14282,"0,2348",3
8662,"769.140,00","0,7520",0,"0,0000",0,14284,"0,0170",1
8663,"222.256,43","0,8519",1,"0,0000",0,14287,"0,3820",3
8664,"192.621,68","0,9900",0,"0,0000",0,14288,"0,0939",1
8665,"30.084,00","0,3989",0,"0,0000",0,14289,"0,0447",1
8666,"30.103,05","0,9900",0,"0,0000",0,14290,"0,4633",1
8667,"43.960,20","1,0000",1,"0,0000",0,14291,"1,0000",3
8668,"37.364,39","0,9699",1,"0,0000",0,14292,"1,0000",3
8669,"18.920,00","0,8668",0,"0,0000",0,14293,"0,1920",1
8670,"50.890,00","0,8843",0,"0,0000",0,14298,"0,1595",1
8671,"185.535,00","1,0000",0,"0,0000",0,14300,"0,0884",1
8672,"423.376,76","0,9988",1,"0,0000",0,14304,"0,4096",3
8673,"97.027,00","0,5590",0,"0,0000",0,14306,"0,0548",1
8674,"80.000,00","1,0999",0,"0,0000",0,14308,"0,0469",1
8675,"21.900,00","0,7384",0,"0,0000",0,14311,"0,1256",1
8676,"105.833,58","0,8427",1,"0,0000",0,14312,"0,5764",3
8677,"181.272,11","0,7168",1,"0,0000",0,14314,"0,3174",3
8678,"30.000,00","1,0000",0,"0,9600",0,14316,"1,0000",2
8679,"5.939,64","0,9260",0,"0,5700",0,14318,"0,0000",-1
8680,"79.700,00","1,0000",0,"0,0000",0,14319,"0,2303",1
8681,"83.235,88","0,9878",0,"0,9300",0,14320,"0,9998",2
8682,"1.971.518,77","0,9598",0,"1,0000",0,14324,"0,9988",2
8683,"10.800,00","1,1000",0,"0,0000",0,14326,"0,0470",1
8684,"155.896,48","0,9999",1,"0,0000",0,14330,"0,9609",3
8685,"91.571,38","0,8273",0,"0,0000",0,14342,"0,1003",1
8686,"36.280,80","0,6339",0,"0,0000",0,14344,"0,0869",1
8687,"90.000,00","0,8333",0,"0,0000",0,14350,"0,1032",1
8688,"248.501,64","0,9699",0,"0,0000",0,14352,"0,0873",1
8689,"361.083,05","0,8670",0,"0,0000",0,14356,"0,0508",1
8690,"34.131,20","1,0000",0,"0,0000",0,14364,"0,5724",1
8691,"14.000,00","0,9000",0,"0,0000",0,14368,"0,2125",1
8692,"29.106,25","1,1242",0,"0,0000",0,14370,"0,0378",1
8693,"55.000,00","0,9345",0,"0,0000",0,14372,"0,1754",1
8694,"104.709,66","0,9865",0,"0,0000",0,14378,"0,1676",1
8695,"31.590,00","0,7954",0,"0,0000",0,14380,"0,1547",1
8696,"166.813,30","0,6351",0,"0,0000",0,14384,"0,0419",1
8697,"31.817,76","0,9782",1,"0,2800",0,14386,"0,0005",3
8698,"56.666,00","0,7165",1,"0,0000",0,14388,"0,4716",3
8699,"337.738,08","0,8800",0,"0,5100",0,14392,"0,0000",-1
8700,"4.462.643,92","0,9700",0,"0,0000",0,14393,"0,0015",1
8701,"168.067,65","0,8375",0,"0,5100",0,14394,"0,0000",-1
8702,"191.092,64","1,0000",1,"0,0000",0,14398,"0,8765",3
8703,"203.582,08","1,0000",1,"0,0000",0,14400,"0,9977",3
8704,"390.171,03","0,9736",0,"0,0000",0,14402,"0,0475",1
8705,"269.760,00","1,0000",0,"0,0000",0,14403,"0,0775",1
8706,"24.405,10","0,9417",0,"0,0000",0,14404,"0,2562",1
8707,"142.293,33","0,9987",0,"0,0000",0,14406,"0,1111",1
8708,"30.737.493,18","0,9875",0,"0,7500",1,14409,"0,1865",0
8709,"89.570,00","0,8909",0,"0,0000",0,14412,"0,1191",1
8710,"30.010,50","0,9062",0,"0,0000",0,14414,"0,2242",1
8711,"19.800,00","16,8789",0,"0,0000",0,14415,"0,0003",1
8712,"21.467,69","0,9785",1,"0,7900",0,14416,"0,0000",-1
8713,"609.000,00","0,9819",1,"0,0000",0,14418,"0,2095",3
8714,"13.650,00","0,9744",0,"0,0600",0,14421,"0,0001",1
8715,"386.163,61","0,9357",0,"0,0600",0,14422,"0,0001",1
8716,"66.199,99","1,0000",0,"0,0000",0,14423,"0,2709",1
8717,"15.219,87","0,8236",0,"0,0000",0,14424,"0,1598",1
8718,"82.998,00","0,9976",0,"0,0000",0,14427,"0,2214",1
8719,"70.833,88","1,0000",1,"0,0000",0,14434,"1,0000",3
8720,"72.000,00","0,9917",0,"0,0000",0,14435,"0,2781",1
8721,"89.690,42","0,9108",0,"0,0000",0,14436,"0,1201",1
8722,"43.492,79","0,9174",0,"0,0000",0,14437,"0,1904",1
8723,"534.638,62","0,9996",0,"0,0000",0,14441,"0,0284",1
8724,"3.353.323,60","1,1198",1,"0,0000",0,14442,"0,0207",3
8725,"667.933,50","1,1113",1,"0,0000",0,14443,"0,1652",3
8726,"822.006,00","1,0270",1,"0,0000",0,14444,"0,1389",3
8727,"100.025,42","0,9874",1,"0,0000",0,14445,"1,0000",3
8728,"5.000,00","1,0000",0,"0,3800",0,14447,"0,0000",-1
8729,"7.960,00","0,9950",0,"0,0000",0,14449,"0,7596",1
8730,"625.841,48","0,5952",1,"0,0000",0,14450,"0,1209",3
8731,"395.414,43","0,9988",1,"0,4300",0,14454,"0,0005",3
8732,"5.784.188,49","0,9900",0,"0,0000",0,14455,"0,0011",1
8733,"423.697,98","0,9940",1,"0,0000",0,14456,"0,4109",3
8734,"482.294,93","1,0000",1,"0,0000",0,14457,"0,3107",3
8735,"507.882,32","1,0000",1,"0,0000",0,14458,"0,2830",3
8736,"19.668,00","0,9811",0,"0,0000",0,14459,"0,3686",1
8737,"6.860,00","1,0000",1,"0,0000",0,14468,"1,0000",3
8738,"543.313,99","0,9760",1,"0,5000",0,14470,"0,0000",-1
8739,"246.800,00","0,7293",0,"0,0000",0,14471,"0,0442",1
8740,"501.922,17","0,9961",1,"0,0000",0,14472,"0,2858",3
8741,"61.450,81","0,9927",1,"0,2500",0,14474,"0,0005",3
8742,"55.070,51","0,9462",1,"0,0000",0,14476,"1,0000",3
8743,"4.380.325,44","0,7893",0,"0,0000",0,14480,"0,0016",1
8744,"2.908.656,00","1,0002",1,"0,0000",0,14481,"0,0251",3
8745,"193.675,00","0,6112",0,"0,0000",0,14483,"0,0361",1
8746,"159.666,84","1,0000",0,"0,0000",0,14486,"0,1034",1
8747,"70.181,38","0,8484",0,"0,0000",0,14487,"0,1250",1
8748,"68.756,12","0,7007",0,"0,0000",0,14488,"0,0908",1
8749,"36.460,00","0,4937",0,"0,0000",0,14491,"0,0595",1
8750,"182.037,04","0,9896",1,"0,0000",0,14492,"0,8493",3
8751,"590.638,02","0,9820",1,"0,0000",0,14494,"0,2208",3
8752,"9.900,00","0,9394",0,"0,0000",0,14496,"0,2246",1
8753,"222.000,00","1,0000",0,"0,0000",0,14497,"0,0865",1
8754,"166.800,00","1,0000",0,"0,0000",0,14498,"0,0998",1
8755,"170.593,80","0,9399",0,"0,0000",0,14500,"0,0792",1
8756,"16.000,00","0,7681",1,"0,0000",0,14501,"0,5483",3
8757,"1.577.713,15","0,7671",1,"0,0000",0,14502,"0,0561",3
8758,"228.695,42","0,9923",0,"0,1800",0,14503,"0,7500",5
8759,"443.500,65","0,9923",0,"0,1800",0,14504,"0,7500",5
8760,"270.453,38","0,9920",0,"0,1800",0,14505,"0,7500",5
8761,"588.611,78","0,9847",0,"0,1800",0,14506,"0,7500",5
8762,"36.024,00","0,9205",0,"0,0000",0,14507,"0,2151",1
8763,"27.600,00","0,8264",0,"0,5100",0,14508,"0,0000",-1
8764,"6.059,67","0,9519",0,"0,0000",0,14511,"0,2429",1
8765,"290.550,10","0,7400",0,"0,6100",1,14512,"0,2295",0
8766,"113.094,78","0,8400",0,"0,6100",1,14513,"0,2295",0
8767,"37.628,46","0,8400",0,"0,6100",1,14514,"0,2295",0
8768,"14.521,40","0,8677",0,"0,0000",0,14516,"0,1858",1
8769,"244.405,48","0,7560",0,"0,0000",0,14517,"0,0501",1
8770,",90","1000,0000",0,"0,6100",0,14518,"0,0000",-1
8771,"80.828,28","0,8336",1,"0,0000",0,14519,"0,6914",3
8772,"231.556,59","0,8828",0,"0,0000",0,14524,"0,0753",1
8773,"286.240,46","0,9747",0,"0,0600",0,14525,"0,0001",1
8774,"62.011,33","0,7927",0,"0,0600",0,14528,"0,0001",1
8775,"19.995,97","0,9300",0,"0,1900",0,14529,"0,0000",-1
8776,"20.008,00","0,8110",0,"0,0000",0,14530,"0,1595",1
8777,"15.600,00","0,9231",0,"0,0000",0,14533,"0,2238",1
8778,"1,41","1000,0000",0,"0,6100",0,14535,"0,0000",-1
8779,"385.375,43","0,8388",0,"0,0000",0,14536,"0,0447",1
8780,"200.204,17","0,3929",0,"0,0000",1,14537,"1,0000",0
8781,"59.542,31","0,5794",0,"0,0000",0,14538,"0,0728",1
8782,"52.098,77","1,0000",1,"0,0000",0,14539,"1,0000",3
8783,"75.000,00","1,0000",1,"0,1400",0,14541,"0,0005",3
8784,"8.162,82","0,9997",0,"0,4900",0,14543,"0,0000",-1
8785,"124.014,90","0,8869",0,"0,0000",0,14544,"0,0928",1
8786,"181.401,01","0,9928",0,"0,0000",0,14545,"0,0958",1
8787,"29.651,00","0,7298",0,"0,0000",0,14546,"0,1219",1
8788,"9.150,00","1,0000",0,"0,0000",0,14547,"1,0000",1
8789,"47.397,12","0,9284",0,"0,0000",0,14548,"0,1885",1
8790,"25.145,50","0,7107",0,"0,0000",0,14550,"0,1160",1
8791,"59.500,00","0,7815",1,"0,0000",0,14551,"0,6267",3
8792,"580.615,12","0,9964",1,"0,0000",0,14554,"0,2274",3
8793,"149.715,51","0,7127",1,"0,0000",0,14555,"0,3598",3
8794,"198.009,72","0,7502",1,"0,0000",0,14556,"0,3193",3
8795,"417.609,68","0,7502",0,"0,0000",0,14557,"0,0323",1
8796,"57.850,00","1,0000",0,"0,0000",0,14558,"0,2948",1
8797,"886.468,08","0,9595",0,"0,0000",0,14559,"0,0150",1
8798,"559.602,88","1,0000",0,"0,6100",0,14560,"0,8819",7
8799,"90.534,49","0,9181",0,"0,6100",0,14561,"1,0000",7
8800,"339.693,91","0,9530",0,"0,0000",0,14562,"0,0595",1
8801,"129.000,00","0,9340",0,"0,0000",0,14564,"0,0907",1
8802,"126.042,80","0,6899",0,"0,0000",0,14566,"0,0580",1
8803,"44.333,42","0,9878",0,"0,0000",0,14567,"0,3464",1
8804,"918.313,54","0,8761",1,"0,0000",0,14570,"0,1246",3
8805,"54.769,90","0,5386",0,"0,0000",0,14572,"0,0682",1
8806,"387.182,78","0,9897",1,"0,1800",0,14573,"0,0000",-1
8807,"322.976,48","1,0000",1,"0,1800",0,14575,"0,0000",-1
8808,"75.966,66","0,9215",0,"0,0000",0,14577,"0,1381",1
8809,"216.270,15","0,7703",1,"0,0000",0,14579,"0,3170",3
8810,"30.338,95","0,9779",0,"0,7500",0,14580,"0,0000",-1
8811,"237.483,36","1,0000",1,"0,0000",0,14582,"1,0000",3
8812,"48.290,00","0,9153",0,"0,0000",0,14584,"0,1775",1
8813,"362.308,00","0,8802",0,"0,0000",0,14585,"0,0505",1
8814,"27.525,00","0,9809",0,"0,0000",0,14586,"0,3417",1
8815,"103.278,81","0,9046",0,"0,0000",0,14591,"0,1086",1
8816,"76.766,84","0,7977",1,"0,0000",0,14592,"0,6234",3
8817,"5.068.800,00","0,9505",0,"0,9700",0,14594,"1,0000",2
8818,"13.792,36","0,9814",0,"0,0000",0,14595,"0,3745",1
8819,"8.036.355,00","1,0000",0,"0,0000",0,14596,"0,0007",1
8820,"1.976.033,00","0,8097",0,"0,0000",0,14597,"0,0050",1
8821,"12.520,94","1,0000",1,"0,0000",0,14598,"1,0000",3
8822,"356.001,26","0,8976",0,"0,5300",0,14600,"0,0000",-1
8823,"90.113,20","0,4106",0,"0,0000",1,14601,"1,0000",0
8824,"347.494,55","0,9984",1,"0,2100",0,14602,"0,0000",-1
8825,"25.000,00","1,0000",0,"0,0000",0,14605,"0,8545",1
8826,"14.924,00","0,8652",1,"0,0000",0,14608,"0,8252",3
8827,"4.838,00","1,0740",0,"0,0000",0,14609,"0,0635",1
8828,"11.070,00","0,2385",0,"0,0000",0,14610,"0,0207",1
8829,"24.384,00","0,9571",0,"0,0000",0,14612,"0,2703",1
8830,"23.002,05","0,9999",0,"0,0000",0,14615,"0,9211",1
8831,"63.433,30","0,9695",0,"0,6700",0,14616,"1,0000",6
8832,"145.278,96","0,8052",0,"0,0000",0,14617,"0,0730",1
8833,"11.021,93","0,9976",0,"0,1900",0,14618,"0,0000",-1
8834,"6.720,12","0,8630",1,"0,0000",0,14619,"0,7892",3
8835,"43.100,00","0,9977",0,"0,0000",0,14621,"0,4171",1
8836,"6.551,77","0,7468",0,"0,0000",0,14624,"0,1131",1
8837,"214.800,00","0,6590",0,"0,0000",0,14625,"0,0376",1
8838,"104.587,55","0,9370",0,"0,0000",0,14626,"0,1057",1
8839,"279.044,84","0,9855",1,"0,0000",0,14627,"1,0000",3
8840,"22.748,16","0,9627",0,"0,0000",0,14628,"0,2800",1
8841,"845.443,55","0,9988",0,"0,3300",0,14629,"0,0000",-1
8842,"179.061,16","0,8750",0,"0,0000",0,14630,"0,0726",1
8843,"1.860,00","0,9677",0,"0,0000",0,14631,"0,2367",1
8844,",70","1000,0000",0,"0,6100",0,14632,"0,0000",-1
8845,"248.915,10","0,9151",0,"0,0000",0,14633,"0,0708",1
8846,"1.921.511,00","1,0000",0,"0,0000",0,14634,"0,0051",1
8847,"1.017.299,00","1,0000",1,"0,0000",0,14635,"0,1069",3
8848,"394.694,00","1,0000",1,"0,0000",0,14636,"0,4668",3
8849,"350.020,00","1,0000",1,"0,0000",0,14637,"0,6566",3
8850,"1.512.981,00","1,0000",1,"0,0000",0,14638,"0,0601",3
8851,"4.581.555,10","0,5484",0,"0,0000",0,14639,"0,0015",1
8852,"44.446,12","0,9220",0,"0,0000",0,14640,"0,1915",1
8853,"66.016,26","0,9999",1,"0,7500",0,14642,"1,0000",4
8854,"60.240,00","0,8305",0,"0,0000",0,14643,"0,1297",1
8855,"540.326,22","0,9791",0,"0,0000",0,14644,"0,0298",1
8856,"1.054.263,81","0,9987",1,"0,0000",0,14645,"0,1006",3
8857,"4.260,00","1,0000",0,"0,0000",0,14646,"0,9916",1
8858,"303.530,00","1,0000",0,"0,0000",0,14647,"0,0681",1
8859,"9.900,00","1,0000",0,"0,0000",0,14648,"1,0000",1
8860,"127.097,50","0,9961",0,"0,0000",0,14650,"0,1276",1
8861,"56.350,00","0,7453",0,"0,0000",0,14651,"0,1068",1
8862,"560.000,00","1,0000",0,"0,0000",0,14652,"0,0272",1
8863,"52.580,00","0,8064",1,"0,0000",0,14653,"0,6791",3
8864,"5.542,29","1,0367",0,"0,0000",0,14655,"0,1272",1
8865,"4.506,89","0,9723",0,"0,0000",0,14656,"0,2644",1
8866,"36.459,50","0,9862",1,"0,0000",0,14657,"1,0000",3
8867,"13.200,00","1,0000",0,"0,0000",0,14659,"1,0000",1
8868,"96.480,00","1,0000",0,"0,3900",0,14660,"0,0000",-1
8869,"14.500,00","0,8966",0,"0,0000",0,14661,"0,2152",1
8870,"20.415,83","0,9307",0,"0,0000",0,14662,"0,2420",1
8871,"185.533,00","0,9123",0,"0,0000",0,14663,"0,0718",1
8872,"389.385,23","0,8578",0,"0,0000",0,14664,"0,0461",1
8873,"278.139,71","0,7948",1,"0,0000",0,14665,"0,2777",3
8874,"118.142,06","0,8720",0,"0,0000",1,14666,"1,0000",0
8875,"517.754,90","0,9210",0,"0,0000",1,14667,"1,0000",0
8876,"19.800,00","0,6914",0,"0,0000",0,14668,"0,1007",1
8877,"267.029,94","0,8179",0,"0,5400",0,14669,"0,0000",-1
8878,"578.497,67","0,8294",0,"0,0000",0,14671,"0,0268",1
8879,"511.144,95","0,7900",0,"0,0000",0,14672,"0,0277",1
8880,"36.170,00","0,5646",0,"0,0000",0,14674,"0,0719",1
8881,"25.760,00","0,7554",0,"0,0000",0,14675,"0,1380",1
8882,"26.939,00","0,9657",0,"0,4600",0,14676,"0,0000",-1
8883,"1.926.460,67","0,9863",1,"0,0000",0,14680,"0,0438",3
8884,"209.185,15","0,7388",0,"0,0600",0,14683,"0,0001",1
8885,"4.900,00","0,8980",0,"0,0000",0,14685,"0,1787",1
8886,"365.471,45","0,9983",1,"0,7500",0,14686,"1,0000",4
8887,"26.250,00","0,6714",1,"0,0000",0,14687,"0,3709",3
8888,"57.000,00","1,0000",0,"0,4000",0,14688,"0,0000",-1
8889,"285.000,00","0,8947",0,"0,0000",0,14690,"0,0707",1
8890,"55.995,30","0,5268",0,"0,0000",0,14691,"0,0653",1
