id,cd_orgao,nr_licitacao,ano_licitacao,cd_tipo_modalidade,vl_licitacao,indicador1,indicador2,indicador3,indicador4
1281,41300,1606,2016,LEI,75500.00,1.0,1,0.0,0
1482,48800,1280,2016,LEI,14500.00,1.0,1,0.0,0
1905,62500,202409,2016,LEI,181900.00,0.35678944,0,0.0,0
2837,45200,3,2016,CNC,90000.00,1.00111115,1,0.0,0
4751,48000,1,2017,CNC,300000.00,1.0,1,0.0,0
5504,56300,2,2017,CNC,48711.40,1.0059247,1,0.49000001,0
6919,55700,61,2017,CNC,270000.00,1.00037038,1,0.0,0
8237,48000,1,2018,CNC,90000.00,1.0,1,0.0,0
8656,82900,1,2018,CNC,70000.00,1.01428568,1,0.0,0
9774,55800,1,2018,CNC,37800.00,1.00462937,1,0.0,0
13665,80700,1,2018,CNC,159200.00,1.00502515,1,0.0,0
14317,88370,32,2018,CNC,423000.00,1.18203306,1,0.0,0
14337,68000,3,2018,CNC,158776.75,1.00770426,1,0.0,0
14395,54912,50,2018,PRE,1680000.00,1.0,1,0.0,0
13,86800,4,2016,PRP,14875.92,0.85507315,0,0.0,0
21,47701,1,2016,PRP,51085.00,0.93765295,0,0.0,0
23,77200,3,2016,PRP,7970.00,0.94090337,0,0.0,0
28,77200,10,2016,PRP,10000.00,0.94999999,0,0.0,0
34,62501,2,2016,CNV,5379.82,0.99501473,0,0.0,0
38,54912,115,2016,PRE,110457.48,1.01723564,1,0.0,0
53,62700,4,2016,PRP,3973.58,0.72982049,0,0.0,0
61,53411,7,2016,PRP,26132.88,0.66965449,0,0.0,0
71,45001,7,2016,PRP,6750.00,0.7407378,0,0.0,0
78,59400,13,2016,PRP,230000.00,0.91260868,0,0.95999998,0
90,45004,33,2016,PRP,467293.65,0.66514301,0,0.0,0
93,63900,16,2016,PRP,12300.00,1.34146345,0,0.0,0
98,84100,38,2016,PRP,42480.00,1.00529659,0,0.67000002,0
109,45200,7,2016,CNV,76993.00,0.91891474,0,0.0,0
114,47700,25,2016,PRP,8984.52,0.66781533,0,0.0,0
130,77900,4,2016,CNV,63495.00,1.0,0,0.95999998,0
134,47500,11,2016,PRP,188100.00,0.85486442,0,0.0,0
138,63700,38,2016,PRP,7208.04,0.99998337,0,0.19,0
141,88029,22,2016,PRP,3800.00,0.85526317,0,0.0,0
151,55601,11,2016,CNV,2650.00,1.03773582,1,0.0,0
175,68200,65,2016,PRE,270000.00,0.92388517,0,0.38,0
181,49400,10,2016,PRP,132000.00,0.9848485,0,0.33000001,0
187,64700,12,2016,PRP,49000.00,0.93265307,0,0.22,0
191,51300,19,2016,CNV,14550.00,0.67010307,1,0.0,0
206,53701,1,2016,CNV,23004.20,1.0,1,0.0,0
209,50000,41,2016,CNV,16079.00,0.84986627,0,0.0,0
210,73300,9,2016,TMP,19500.00,0.55897439,0,0.0,0
224,82400,9,2016,PRP,54342.00,1.07651544,0,0.0,0
239,44700,56,2016,PRP,57000.00,0.42785966,0,0.68000001,0
246,45004,48,2016,PRP,4047.40,1.27242184,0,0.0,0
255,54912,45,2016,PRP,150000.00,0.51999998,0,0.0,0
257,88041,6,2016,CNV,22366.30,0.84297359,0,0.0,0
267,80100,15,2016,TMP,281850.00,1.01064396,1,0.0,0
277,78100,6,2016,PRP,320000.00,0.9375,0,0.0,0
299,88265,1,2016,PRP,370000.00,0.99729729,0,0.0,0
300,48300,9,2016,PRP,43200.00,1.0,0,0.0,0
325,72800,25,2016,CNV,50000.00,0.958,0,0.0,0
335,54103,6,2016,TMP,39005.30,1.08326304,0,0.0,0
339,48300,2,2016,PRP,16300.00,1.0,0,0.0,0
345,55601,12,2016,CNV,6390.00,0.98591548,1,0.0,0
353,72900,14,2016,CNV,16680.00,0.89268583,0,0.0,0
373,86500,2,2016,TMP,95000.00,0.68066317,0,0.25,0
392,48300,18,2016,PRP,26208.00,1.0,0,0.0,0
395,50000,49,2016,CNV,19741.01,0.94762123,1,0.0,0
410,69800,33,2016,PRP,2463.36,0.85736555,0,0.0,0
419,50000,48,2016,CNV,28897.35,0.94724947,1,0.0,0
423,67800,6,2016,PRP,33300.00,1.0,0,0.14,0
424,67800,5,2016,PRP,230000.00,1.0,0,0.14,0
456,49800,35,2016,CNV,15600.00,0.77852565,0,0.0,0
469,43500,1501,2016,CNV,30000.00,0.95709997,1,0.0,0
475,45004,54,2016,PRP,90670.00,0.69470489,0,0.0,0
477,51300,17,2016,PRE,20000.00,1.17250001,1,0.0,0
487,51300,16,2016,PRP,50200.00,0.89932269,0,0.0,0
518,49900,34,2016,PRP,14027.00,1.02167392,0,0.85000002,0
534,68101,1,2016,PRP,15690.00,0.85404718,0,0.0,0
554,88040,4,2016,CNV,17460.00,0.94707906,0,0.0,0
555,88040,6,2016,CNV,25125.00,0.97014928,0,0.0,0
559,51300,12,2016,PRP,13000.00,1.10000002,0,0.0,0
581,54901,23,2016,PRE,32059.50,0.59409845,1,0.0,0
595,82200,18,2016,CNV,14395.30,0.97538781,0,0.0,0
607,68101,3,2016,CNV,31820.00,0.88994342,1,0.0,0
616,53000,8,2016,PRP,15997.50,0.99890608,0,0.0,0
623,88040,7,2016,PRP,36740.00,0.99804026,0,0.0,0
625,70700,8,2016,PRP,244000.00,0.9057377,0,0.06,0
635,44600,52,2016,PRP,7596.00,1.0,0,0.0,0
650,69800,43,2016,PRP,2023.00,0.86505193,0,0.0,0
652,73400,674,2016,CNV,14475.20,0.49541286,1,0.0,0
653,73400,844,2016,CNV,20888.00,1.0636729,1,0.0,0
675,44501,6,2016,PRP,24090.00,0.72644252,0,0.97000003,0
682,45004,79,2016,PRP,40000.00,0.74874997,0,0.0,0
693,79500,27,2016,PRP,33269.70,1.0,0,0.0,0
694,43500,1622,2016,CNV,19444.00,0.76671469,0,0.0,0
708,44900,250,2016,CNV,9000.00,1.04533339,0,0.0,0
729,53100,33,2016,PRP,40000.00,0.88,0,0.0,0
758,63600,38,2016,PRP,40523.00,0.85097843,0,0.50999999,0
764,88021,63,2016,PRP,50000.00,0.99400002,0,0.0,0
771,72800,27,2016,CNV,3500.00,0.972,0,0.0,0
774,84900,4,2016,PRE,21436.60,0.62043422,1,0.0,0
775,50000,65,2016,CNV,13057.90,0.71006823,1,0.0,0
776,48300,29,2016,PRP,134156.67,0.91311151,0,0.0,0
777,50103,5,2016,PRP,63680.00,0.91080403,0,0.0,0
784,84100,55,2016,CNV,5285.00,0.70709556,1,0.67000002,0
789,59800,12,2016,PRP,34300.00,0.86297375,0,0.28,0
790,52900,32,2016,PRP,12851.21,0.81704366,0,0.61000001,0
796,86400,6,2016,PRP,40000.00,0.91000003,0,0.0,0
802,83900,19,2016,PRP,24103.00,0.94540101,0,0.0,0
809,41500,17,2016,PRP,33618.06,0.69902903,0,0.19,0
814,45004,86,2016,PRP,10054.69,0.98379362,0,0.0,0
823,45004,88,2016,PRP,194530.00,0.80705583,0,0.0,0
824,84900,6,2016,CNV,7237.66,0.67659992,0,0.0,0
826,67100,8,2016,PRP,46334.00,1.0,0,0.0,0
836,54912,24,2016,PRE,106371.00,0.6470598,1,0.0,0
837,72800,29,2016,CNV,5700.00,0.94476664,0,0.0,0
855,50103,7,2016,CNV,19678.06,1.0,1,0.0,0
886,55800,16,2016,PRP,340000.00,0.99117649,0,0.0,0
891,62600,15,2016,PRE,1620000.00,0.96296299,1,0.0,0
893,53300,31,2016,PRP,9715.00,0.9299022,0,0.18000001,0
924,85800,1259,2016,PRP,7134.00,0.94687414,0,0.0,0
928,63900,32,2016,PRP,8400.00,1.0,0,0.0,0
930,70100,5,2016,PRP,52350.10,0.9742102,0,0.88,0
931,51300,44,2016,CNV,12672.00,0.88131315,1,0.0,0
938,47900,14,2016,CNV,15375.00,0.92682928,1,0.0,0
942,45004,104,2016,PRP,6272.00,0.94053572,0,0.0,0
946,62700,88,2016,PRP,23642.50,0.99925983,0,0.0,0
951,51300,37,2016,PRP,45000.00,0.88,0,0.0,1
960,48300,32,2016,PRP,3220.00,0.99875778,0,0.0,0
977,45004,78,2016,PRP,17282.50,0.6654014,0,0.0,0
979,51300,34,2016,PRP,28800.00,0.92500001,0,0.0,0
987,54912,19,2016,PRP,150000.00,1.0,0,0.0,0
1011,44401,5,2016,PRP,12450.00,1.0,0,0.0,0
1016,50000,54,2016,CNV,12800.10,0.81093115,1,0.0,0
1018,75400,20,2016,PRP,22100.00,0.9321267,0,0.0,0
1033,62600,8,2016,PRP,49820.00,0.93536735,0,0.0,0
1039,70100,4,2016,PRP,8423.33,0.97586107,0,0.88,0
1058,62600,11,2016,PRP,5289.00,0.69767439,0,0.0,0
1064,45004,71,2016,PRP,22587.20,0.95693135,0,0.0,0
1066,71000,11,2016,CNC,335340.00,0.99600405,1,0.0,0
1082,50000,55,2016,PRP,47600.00,0.60924369,0,0.0,0
1088,55800,11,2016,PRP,75445.00,0.89866793,0,0.0,0
1091,60700,28,2016,CNV,71200.00,1.0,0,0.34999999,0
1092,44700,83,2016,PRP,18643.46,0.46128777,0,0.68000001,0
1093,47500,4,2016,CNV,18296.00,0.48945126,0,0.0,0
1107,82200,24,2016,CNV,15097.40,0.9841032,0,0.0,0
1113,54912,8,2016,PRP,150000.00,1.0,0,0.0,0
1176,48300,30,2016,PRP,452400.00,1.05448723,0,0.0,0
1177,44700,95,2016,PRP,80000.00,1.0,0,0.68000001,0
1189,70900,15,2016,CNV,8653.00,1.03732812,0,0.0,0
1206,83000,4,2016,CHP,12672.00,1.0,0,0.0,0
1207,59400,32,2016,PRP,19600.00,0.99489796,0,0.95999998,0
1208,58401,8,2016,CNV,60000.00,0.93333334,0,0.33000001,0
1227,51300,100000023,2016,PRP,73700.00,0.97557664,0,0.0,0
1247,58801,4,2016,CNV,1236.60,0.99951482,1,0.0,0
1248,88040,12,2016,PRP,19500.00,0.30666667,0,0.0,1
1250,62300,22,2016,PRP,66167.36,1.0,0,0.69,0
1272,51300,31,2016,PRP,158000.00,0.84588605,0,0.0,0
1276,88031,41,2016,CNV,48394.30,1.0,1,0.75,0
1286,54912,36,2016,PRE,32880.00,1.0,1,0.0,0
1300,54912,39,2016,PRE,90750.00,0.69421488,1,0.0,1
1302,79500,31,2016,PRP,23000.00,2.0,0,0.0,0
1315,46100,19,2016,CNV,13680.00,1.0,1,0.0,0
1341,52400,550,2016,TMP,16820.26,0.65081394,0,0.0,0
1366,85800,1236,2016,PRP,69800.00,1.0,0,0.0,0
1368,55602,1,2016,CNV,47992.32,0.97916669,1,0.0,0
1406,67800,17,2016,CNV,29990.00,1.0,1,0.14,0
1409,72800,26,2016,CNV,8250.00,0.95272726,0,0.0,0
1428,88031,44,2016,CNV,8891.00,1.0,1,0.75,0
1442,63900,38,2016,PRP,8421.00,0.88160551,0,0.0,0
1443,65700,2052,2016,TMP,62897.80,0.5105902,0,0.0,0
1451,54103,3,2016,CNC,15.00,0.85000002,1,0.0,0
1456,80500,1208,2016,CNV,10976.00,0.87983781,0,0.0,0
1459,62200,5292,2016,PRP,83725.00,0.42997909,0,0.0,0
1463,78000,15,2016,CNV,32093.33,0.8814916,0,0.0,0
1470,50000,75,2016,CNV,12280.00,0.87614006,1,0.0,0
1498,77000,3,2016,CNV,13455.89,0.92582059,0,0.0,0
1502,73400,1028,2016,CNV,9970.00,0.83149451,1,0.0,0
1524,83100,499,2016,CNV,10808.00,0.78784233,0,0.0,0
1531,54912,36,2016,PRP,200000.00,1.0,0,0.0,0
1541,88021,81,2016,PRP,20105.00,1.0,0,0.0,0
1548,78800,376,2016,CNV,24852.66,0.64298952,0,0.75,0
1551,88040,4,2016,CNC,5340.00,0.95505619,1,0.0,0
1552,50000,78,2016,CNV,47600.40,0.52184099,1,0.0,0
1569,55800,10,2016,CNV,25718.40,0.89274603,0,0.0,0
1616,63900,36,2016,PRP,21600.00,0.97037035,0,0.0,0
1622,44501,8,2016,PRP,9630.00,0.56697822,0,0.97000003,0
1630,57101,1,2016,PRP,146764.00,1.08079636,0,0.0,0
1633,64000,29,2016,PRP,22833.20,0.97314435,0,0.0,0
1636,53000,5,2016,CNV,22000.00,0.58545452,0,0.0,0
1638,54103,11,2016,TMP,31546.91,1.0,1,0.0,0
1639,62700,99,2016,PRP,131310.00,0.85987359,0,0.0,0
1652,78800,267,2016,CNV,57447.88,0.96034181,0,0.75,0
1654,46200,5,2016,CNV,78534.00,0.96174908,0,0.0,0
1656,46700,9,2016,PRP,6860.50,0.92974275,0,0.0,0
1657,44100,16,2016,CNV,3612.00,0.95639533,0,0.25,0
1659,54912,23,2016,PRP,160000.00,1.0,0,0.0,0
1663,45004,128,2016,PRP,101000.00,0.96039605,0,0.0,0
1666,85300,18,2016,PRP,61000.00,0.9229508,0,0.0,0
1674,62700,114,2016,PRP,5280.00,0.9848485,0,0.0,0
1681,78100,35,2016,TMP,42918.00,0.79600632,0,0.0,0
1688,88028,9,2016,PRP,20000.00,1.0,0,0.0,0
1696,83000,35,2016,CNV,14470.20,1.03661323,1,0.0,0
1705,78000,19,2016,CNV,7000.00,0.95671427,0,0.0,0
1706,47900,18,2016,CNV,26000.22,0.69230181,0,0.0,0
1708,79500,1,2016,CHP,7412.50,1.66666579,0,0.0,0
1724,54912,25,2016,PRP,4000000.00,1.0,0,0.0,0
1730,53405,2,2016,CNV,79998.10,1.0,1,0.0,0
1751,66800,19,2016,PRP,24000.00,0.46995834,0,0.0,0
1752,60100,47,2016,PRP,36232.00,0.71759772,0,0.75,0
1760,54912,24,2016,PRP,200000.00,1.0,0,0.0,0
1767,82200,31,2016,CNV,18751.40,0.96483463,0,0.0,0
1770,88031,14,2016,TMP,134580.00,1.0,1,0.75,0
1783,72800,40,2016,CNV,5000.00,0.95999998,1,0.0,0
1785,45004,137,2016,PRP,7450450.00,0.90584463,0,0.0,0
1791,65200,29,2016,PRP,4110.00,0.72919708,0,0.0,0
1800,63900,40,2016,PRP,16100.00,1.0,0,0.0,0
1811,86400,12,2016,PRP,150000.00,1.0,0,0.0,0
1820,78800,472,2016,CNV,73177.37,0.61457962,0,0.75,0
1821,51900,642,2016,CNV,37485.06,0.93919337,0,0.0,0
1830,54912,31,2016,PRP,300000.00,1.0,0,0.0,0
1844,47700,56,2016,PRP,80194.00,0.99991274,0,0.0,0
1845,86400,8,2016,PRP,32000.00,1.0,0,0.0,0
1863,40800,1857,2016,PRP,10078.80,0.99346155,0,0.40000001,0
1867,86400,11,2016,PRP,195000.00,0.97179484,0,0.0,0
1878,54800,42,2016,PRP,305000.00,0.98360658,0,0.0,0
1904,72800,42,2016,CNV,7501.50,0.98758513,1,0.0,0
1911,51300,16,2016,PRE,396000.00,0.6401515,1,0.0,0
1922,84600,24,2016,TMP,79510.00,0.98981261,1,0.0,0
1924,70100,11,2016,PRP,24000.00,0.99374998,0,0.88,0
1925,83000,9,2016,PRE,170000.00,0.85294116,0,0.0,0
1931,54912,22,2016,PRP,300000.00,1.0,0,0.0,0
1936,54912,35,2016,PRP,120000.00,1.0,0,0.0,0
1937,64100,34,2016,PRE,29125.00,0.86448067,0,0.0,0
1943,44900,1008,2016,TMP,20000.00,1.17250001,0,0.0,0
1969,51100,2648,2016,PRP,29655.00,0.56988704,0,0.0,0
1976,46904,29,2016,PRE,177300.00,0.93062603,0,0.0,0
1986,80000,30,2016,CNV,5996.00,1.0,1,0.0,0
1988,78200,14,2016,PRE,243333.33,0.85890412,0,0.0,0
1997,44800,21,2016,CNV,49200.00,0.8699187,1,0.0,0
2002,88031,68,2016,CNV,18237.00,1.0,1,0.75,0
2003,54912,50,2016,PRP,200000.00,0.49000001,0,0.0,0
2007,83300,37,2016,PRP,30355.00,1.0,0,0.0,0
2013,73800,851,2016,CNV,26607.00,0.38474911,0,0.19,0
2039,52400,33,2016,PRE,105260.00,0.64259928,1,0.0,0
2043,88046,16,2016,CNV,19000.00,0.83157897,1,0.0,0
2044,47700,61,2016,PRP,169426.15,0.70816523,0,0.0,0
2053,54912,29,2016,PRP,128975.00,0.85000002,0,0.0,0
2057,62700,117,2016,PRP,85800.00,0.72924823,0,0.0,0
2064,69000,20,2016,CNV,46417.35,0.99282986,0,0.46000001,0
2068,55800,22,2016,PRP,46638.00,0.99704105,0,0.0,0
2078,53800,19,2016,PRP,72000.00,1.00416672,0,0.0,0
2081,63001,10,2016,CNV,31300.00,0.92827475,0,0.0,0
2085,41500,31,2016,PRP,232000.00,0.72844827,0,0.19,0
2087,83300,34,2016,PRP,79600.00,1.0,0,0.0,0
2090,72800,44,2016,CNV,29980.50,1.02914393,1,0.0,0
2093,46904,23,2016,PRE,103856.60,0.99985939,1,0.0,0
2115,53100,42,2016,PRP,9000.00,0.89333332,0,0.0,0
2117,54912,28,2016,PRP,90000.00,1.0,0,0.0,0
2120,47700,57,2016,PRP,269799.00,1.0000037,0,0.0,0
2132,54912,53,2016,PRP,150000.00,1.0,0,0.0,0
2139,81100,28,2016,PRP,21168.30,0.93312645,0,0.34999999,0
2143,57501,3,2016,PRP,92000.00,1.0,0,0.0,0
2147,54912,21,2016,PRP,300000.00,1.0,0,0.0,0
2162,77900,8,2016,CNV,63495.00,0.97590363,0,0.95999998,0
2164,77900,7,2016,CNV,104.27,1.06118727,0,0.95999998,0
2165,54912,42,2016,PRP,122937.00,0.34942287,0,0.0,0
2168,55800,21,2016,PRP,26000.00,0.80769229,0,0.0,0
2177,78200,10,2016,PRE,117681.30,0.40788129,1,0.0,0
2181,46100,8,2016,PRP,37000.00,1.0,0,0.0,0
2182,47500,31,2016,TMP,96000.00,1.0,1,0.0,0
2190,63500,15,2016,CNV,6657.30,1.0,0,0.14,0
2194,40800,2285,2016,PRP,40000.00,0.99887502,0,0.40000001,0
2195,40800,2280,2016,PRP,15700.00,0.99808919,0,0.40000001,0
2212,73400,1360,2016,CNV,33538.54,1.03854847,0,0.0,0
2220,51403,3,2016,PRE,384515.50,0.85175502,0,0.0,0
2224,79500,36,2016,PRP,26901.00,1.0,0,0.0,0
2227,65200,25,2016,PRP,194000.00,1.0,0,0.0,0
2237,44800,26,2016,CNV,8750.00,1.0,0,0.0,0
2246,43500,1910,2016,PRP,17748.38,1.33719242,0,0.0,0
2249,50700,10,2016,CNV,58710.00,0.98790663,1,0.0,0
2257,68000,57,2016,PRP,44082.40,0.97544599,0,0.0,0
2266,50700,10,2016,TMP,137938.18,0.9294107,1,0.0,0
2322,56900,89,2016,PRP,62506.66,0.90974307,0,0.5,0
2339,53500,20,2016,PRP,3940.00,1.0,0,0.0,0
2340,77200,27,2016,PRP,22804.33,0.59637797,0,0.0,1
2343,50103,10,2016,CNV,7616.33,1.06416082,1,0.0,0
2353,62700,126,2016,PRP,10178.33,0.9807896,0,0.0,0
2361,46904,35,2016,TMP,20866.37,0.71968913,1,0.0,0
2363,53500,79,2016,PRE,1980.00,1.0,1,0.0,0
2384,64100,32,2016,PRE,41253.00,0.94296175,0,0.0,0
2386,82200,34,2016,CNV,15573.70,0.95044851,0,0.0,0
2405,88028,10,2016,PRP,28126.00,0.99196476,0,0.0,0
2409,88031,74,2016,CNV,13280.00,1.0,0,0.75,0
2410,88031,77,2016,CNV,3096.00,1.0,1,0.75,0
2417,55600,27,2016,PRP,235499.82,0.6919241,0,0.0,0
2421,46904,26,2016,PRE,111030.42,0.35971764,0,0.0,0
2426,55600,16,2016,PRP,60528.00,0.94230771,0,0.0,0
2439,52400,27,2016,PRE,24094.33,0.69912714,1,0.0,0
2443,57101,2,2016,PRP,48112.20,0.61107165,0,0.0,0
2467,51802,4,2016,PRP,15470.00,1.0,0,0.0,0
2469,49500,4016,2016,PRP,3242.00,0.99845773,0,0.0,0
2473,62000,541,2016,TMP,30396.33,0.5475924,0,0.0,0
2486,49500,1867,2016,PRP,18782.00,0.9956075,0,0.0,0
2487,78200,28,2016,PRE,47619.20,0.95528692,1,0.0,0
2499,69000,6,2016,TMP,282000.00,0.93971634,1,0.46000001,0
2507,63000,497,2016,CNV,10500.00,0.90476191,0,0.0,0
2508,65200,32,2016,PRP,28531.00,0.92215484,0,0.0,0
2511,54912,44,2016,PRP,150000.00,1.0,0,0.0,0
2512,63000,523,2016,CNC,1787185.91,1.0,1,0.0,0
2518,64100,43,2016,PRE,29824.00,0.40236053,0,0.0,0
2520,63000,335,2016,CNC,2560648.56,0.99114889,1,0.0,0
2521,63000,415,2016,CNC,199743.34,0.79967368,1,0.0,0
2522,82300,26,2016,PRP,285000.00,0.85438597,0,0.49000001,0
2523,82200,40,2016,CNV,42018.00,1.03612733,0,0.0,0
2534,72900,19,2016,CNV,40492.80,1.01351357,0,0.0,0
2549,54912,41,2016,PRP,150000.00,1.0,0,0.0,0
2550,54912,64,2016,PRP,150000.00,1.0,0,0.0,0
2551,43500,2261,2016,CNV,34908.00,0.76143003,1,0.0,0
2552,43500,2560,2016,CNV,35224.50,1.02187395,0,0.0,0
2574,45004,169,2016,PRP,847848.50,0.93629515,0,0.0,0
2583,58701,23,2016,PRP,11172.00,0.86466163,0,0.0,0
2586,54800,56,2016,PRP,26000.00,0.99846154,0,0.0,0
2589,67600,41,2016,PRE,208.17,0.94778305,1,0.0,0
2593,44500,133,2016,PRE,2728134.80,0.81560469,1,0.97000003,0
2599,51300,56,2016,PRP,53700.00,0.89757913,0,0.0,0
2601,46700,13,2016,PRP,10390.00,0.54138595,0,0.0,0
2609,57101,4,2016,PRP,56820.00,1.67898631,0,0.0,0
2610,80100,16,2016,TMP,199500.00,0.97894734,1,0.0,0
2614,80000,34,2016,CNV,34922.90,1.0,0,0.0,0
2617,88031,24,2016,PRP,149500.00,1.0,0,0.75,0
2631,55701,2,2016,CNV,12000.00,1.02474999,1,0.0,0
2634,54912,37,2016,PRP,600000.00,0.7568,0,0.0,0
2661,69700,6,2016,PRP,40000.00,0.995,0,0.25,0
2662,54912,38,2016,PRP,120000.00,0.88999999,0,0.0,0
2672,54912,51,2016,PRP,120000.00,0.55000001,0,0.0,0
2682,44900,1128,2016,TMP,20000.00,0.79000002,1,0.0,0
2683,86400,16,2016,PRP,20000.00,0.98449999,0,0.0,0
2684,62700,128,2016,PRP,25590.40,0.64164686,0,0.0,0
2685,54912,34,2016,PRP,90000.00,0.85000002,0,0.0,0
2688,44900,1221,2016,CNV,43000.00,0.60651165,0,0.0,0
2703,54912,82,2016,PRE,15707.92,1.0893867,1,0.0,0
2722,40800,2701,2016,PRP,33932.00,0.96993989,0,0.40000001,0
2726,46300,16,2016,CNV,13066.66,0.80204123,1,0.0,0
2729,46300,23,2016,CNV,18582.78,0.72647905,1,0.0,0
2730,46300,24,2016,CNV,4075.50,1.0041467,1,0.0,0
2737,61300,10,2016,PRE,216670.00,1.0,1,1.0,0
2750,47900,21,2016,CNV,57140.00,0.98704934,1,0.0,0
2791,42701,1,2016,PRP,14245.00,0.97542995,0,0.34999999,0
2805,74400,16,2016,PRE,70000.00,1.0,1,0.0,0
2809,43600,14,2016,PRP,60600.00,0.99009901,0,0.0,0
2816,67601,5,2016,PRE,208.17,0.94778305,1,0.0,0
2817,43600,29,2016,PRP,95000.00,0.97894734,0,0.0,0
2818,43600,1,2016,CNV,84263.40,0.8885566,0,0.0,0
2822,67601,8,2016,PRE,11861.51,1.13812745,0,0.0,0
2823,46801,1,2016,PRP,24000.00,0.97500002,0,0.28,0
2828,54912,47,2016,PRP,200000.00,1.0,0,0.0,0
2834,54912,49,2016,PRP,120000.00,1.0,0,0.0,0
2835,54912,56,2016,PRP,8928.00,0.1792137,0,0.0,0
2866,82700,123,2016,PRP,2514800.00,0.92015272,0,0.0,0
2878,62900,1103,2016,CNV,123.00,59.87804794,0,0.0,0
2879,62900,1254,2016,CNV,3615.00,0.9015491,0,0.0,0
2893,54100,94,2016,PRE,1861334.78,0.96085441,1,0.0,0
2954,65000,25,2016,PRE,16500.00,1.0,0,0.0,0
2977,54912,112,2016,PRE,17862.00,0.93772256,1,0.0,0
2979,53405,5,2016,CNV,55000.00,0.99998182,1,0.0,0
3000,53300,1,2016,CNV,12033.00,0.87916565,0,0.18000001,0
3019,44400,1578,2016,TMP,7390.00,0.97956699,1,0.0,0
3053,50000,72,2016,CNV,76571.13,0.78608608,1,0.0,0
3058,50000,95,2016,PRP,23207.76,0.94451165,0,0.0,0
3063,50000,91,2016,PRE,76000.00,0.47405264,1,0.0,0
3064,50000,96,2016,CNV,11016.67,0.81422061,0,0.0,0
3069,50000,105,2016,PRE,17445.00,0.57179707,1,0.0,0
3076,50000,116,2016,CNV,79880.00,0.99636954,0,0.0,0
3099,53500,11,2016,PRE,64000.00,0.70296878,1,0.0,0
3100,78200,31,2016,PRE,286309.00,0.91390419,1,0.0,0
3106,82701,1,2017,PRP,52672.73,0.9986192,0,0.0,0
3119,60100,1,2017,TMP,44699.40,0.99867111,1,0.75,0
3144,45001,3,2017,PRP,3477.50,0.84493172,0,0.0,0
3150,54912,1,2017,PRP,150000.00,1.0,0,0.0,0
3152,46501,2,2017,CNV,7987.00,0.93958932,1,0.0,0
3153,45004,3,2017,PRP,224898.00,0.43352985,0,0.0,0
3156,54912,4,2017,PRP,150000.00,1.0,0,0.0,0
3161,62700,7,2017,PRP,6146.00,0.70859092,0,0.0,0
3162,70600,2,2017,CNV,22400.00,0.96390402,0,0.75,0
3169,63800,2,2017,PRP,9282.00,0.85684979,0,0.0,0
3170,40900,3,2017,PRP,26564.50,0.45002165,0,0.75,0
3172,57102,1,2017,PRP,7844.50,0.95608389,0,0.0,0
3173,84000,7,2017,PRP,59880.00,0.93186373,0,0.0,0
3176,72800,1,2017,PRP,129000.00,0.92248064,0,0.0,0
3177,40700,4,2017,PRP,10800.00,1.0,0,0.0,0
3184,82300,3,2017,PRP,42472.08,0.99948013,0,0.49000001,0
3204,53701,1,2017,CNV,28419.00,1.13625395,0,0.0,0
3206,85400,1,2017,TMP,101000.00,0.76990098,0,0.0,0
3207,55602,1,2017,CNV,49574.40,0.91922444,1,0.0,0
3212,64700,1,2017,PRP,6426.00,0.77030814,0,0.22,0
3214,84100,1,2017,PRP,16207.00,1.0,0,0.67000002,0
3215,63900,3,2017,PRP,117000.00,0.98717093,0,0.0,0
3224,45001,4,2017,PRP,13693.33,0.57312572,0,0.0,0
3228,44700,9,2017,PRP,14000.00,0.63571429,0,0.68000001,0
3230,63300,3,2017,PRE,198975.00,0.75486869,1,0.0,0
3232,49900,4,2017,PRP,10636.80,1.0,0,0.85000002,0
3236,54901,6,2017,PRE,7320.75,0.84687227,1,0.0,0
3238,81000,3,2017,PRP,12960.00,0.98765433,0,0.81999999,0
3243,41500,6,2017,CNV,37800.00,0.83333331,0,0.19,0
3257,78200,2,2017,PRE,110667.69,0.81234187,1,0.0,0
3266,51300,3,2017,PRP,44982.00,0.73069227,0,0.0,0
3289,88028,7,2017,CNV,20000.00,0.987625,0,0.0,0
3303,44700,8,2017,PRP,49800.00,0.89277107,0,0.68000001,0
3307,76600,3,2017,PRP,660900.00,0.93054926,0,0.0,0
3331,57701,3,2017,CNV,23922.00,0.86857289,1,0.0,0
3340,41500,7,2017,CNV,47771.70,0.37681305,0,0.19,0
3344,84100,20,2017,CNV,35000.00,0.95589685,1,0.67000002,0
3354,44100,9,2017,PRP,48501.67,0.91543239,0,0.25,0
3368,78100,6,2017,TMP,190000.00,0.9868421,1,0.0,0
3377,51201,5,2017,CNV,500.00,0.60000002,0,0.0,0
3382,58701,8,2017,PRP,2157.00,0.94575799,0,0.0,0
3383,62700,30,2017,PRP,17110.45,0.84468091,0,0.0,0
3391,86800,14,2017,PRP,220000.00,0.99886364,0,0.0,0
3393,85400,3,2017,PRE,56152.80,0.72740096,1,0.0,0
3398,63000,3,2017,PRE,8615.26,0.83108348,1,0.0,0
3399,88021,29,2017,PRP,3500.00,0.67142856,0,0.0,0
3418,86800,15,2017,PRP,135000.00,1.0,0,0.0,1
3442,78100,6,2017,PRP,255500.00,0.99608612,0,0.0,0
