,Id,Grupo,Prob
281,292,3,1.0
282,293,1,0.1339282592739568
283,294,5,1.0
284,295,0,0.14433261669106542
285,296,1,0.07740297421638853
286,297,1,0.016970349469974114
287,298,3,0.8361060874409459
288,299,1,0.04711238338119297
289,300,1,0.3899107356143758
290,301,1,0.04196984889669808
291,302,3,0.139208778136212
292,303,3,0.1109138506717315
293,304,1,0.09462784202594847
294,305,1,0.17547706582794237
295,306,1,0.10157336353469704
296,307,1,7.369150861778687e-05
297,308,1,0.10140085993777322
298,309,3,0.14039693566448294
299,310,-1,0.0
300,311,3,0.0004778523874803378
301,312,1,0.1053446797438692
302,313,-1,0.0
303,314,-1,0.0
304,315,3,0.6142580009293825
305,316,3,0.0004778523874803378
306,317,3,0.522383687099198
307,318,1,0.18924866231457074
308,319,1,0.4154272458129278
309,320,1,0.021727277062890495
310,321,6,1.0
311,322,3,1.0
312,323,2,1.0
313,324,1,0.007138523293960299
314,325,1,0.1922689261989577
315,326,1,0.6327854243398314
316,327,-1,0.0
317,328,3,1.0
318,329,1,0.0726994573515495
319,330,1,0.13159625609284156
320,331,3,1.0
321,332,3,0.0004778523874803378
322,333,1,0.7670111137137688
323,334,3,1.0
324,335,1,0.056411022008418646
325,336,3,1.0
326,337,1,0.22104767161998445
327,338,1,0.33093603918505266
328,339,1,1.0
329,340,3,1.0
330,341,6,1.0
331,342,3,0.5349792998667794
332,343,1,0.005449943273358034
333,345,3,1.0
334,346,-1,0.0
335,347,-1,0.0
336,349,3,1.0
337,350,-1,0.0
338,351,-1,0.0
339,352,3,0.04240779103850243
340,353,1,0.21294687544824611
341,354,-1,0.0
342,355,1,0.32589604682445816
343,356,1,0.40194780748687575
344,358,1,0.1513770855880904
345,359,3,1.0
346,360,3,0.5936115613560983
347,361,3,0.6645452435752435
348,362,1,0.039646989796832954
349,363,3,0.0008760572871396608
350,364,0,1.0
351,365,3,0.0008760603643692235
352,366,1,0.07612013623093229
353,367,-1,0.0
354,368,-1,0.0
355,372,3,0.0004778523874803378
356,373,5,1.0
357,374,3,0.0004778523874803378
358,375,3,0.000876061084898212
359,376,1,0.16011965064454226
360,377,1,0.028117070279497575
361,378,1,0.1833092868479343
362,379,1,0.20657670855581106
363,380,3,0.08258942016350784
364,381,3,0.9976086718116972
365,382,3,0.0008760620414407548
366,383,1,0.019807135070699925
367,384,1,0.19966812953365648
368,385,3,1.0
369,386,1,0.029551088170731876
370,388,5,1.0
371,389,0,1.0
372,390,-1,0.0
373,391,1,0.09621267459261865
374,392,1,0.7713991953709571
375,393,1,1.0
376,394,1,7.83333107445486e-05
377,395,3,1.0
378,396,3,1.0
379,397,1,0.056424949198298914
380,398,7,1.0
381,400,3,0.14964550191542705
382,401,3,0.14457925869198018
383,402,-1,0.0
384,403,1,0.08399389922027375
385,404,3,1.0
386,405,3,1.0
387,406,4,1.0
388,407,1,0.33728558941779496
389,408,-1,0.0
390,409,6,1.0
391,410,1,0.14997163864146187
392,411,1,0.01695706135100055
393,412,2,0.9999961744039633
394,413,-1,0.0
395,414,3,0.5939489340057106
396,415,3,1.0
397,416,1,0.04237527247259985
398,417,1,0.23612350342131233
399,418,1,0.017981042484880184
400,419,3,1.0
401,420,-1,0.0
402,422,1,0.2529120786507744
403,423,-1,0.0
404,424,-1,0.0
405,425,1,0.12865417550426708
406,426,3,0.26057455027325604
407,427,-1,0.0
408,428,1,7.8333107274936e-05
409,429,1,0.15651303029780575
410,430,3,1.0
411,431,1,0.14782818197685735
412,432,-1,0.0
413,433,1,0.275761695096452
414,434,-1,0.0
415,435,-1,0.0
416,436,-1,0.0
417,437,-1,0.0
418,438,3,0.14118563510382345
419,439,1,0.014197840783585703
420,440,6,1.0
421,441,1,0.18460433823543812
422,442,1,0.11528033426661331
423,443,3,1.0
424,444,1,0.22235763647504428
425,446,-1,0.0
426,447,-1,0.0
427,448,-1,0.0
428,450,4,1.0
429,451,1,0.20999520112293452
430,452,3,1.0
431,453,1,0.07821040787019075
432,456,1,0.14622343374808447
433,457,1,0.10295588276181997
434,458,1,0.07378510528387651
435,459,1,0.23576196058879445
436,460,6,1.0
437,461,-1,0.0
438,462,1,0.29736591998386336
439,463,1,0.16690536378910895
440,464,1,0.09754137454251811
441,465,1,0.09421726993780022
442,466,1,0.08728743496953972
443,467,1,0.09380901412466298
444,468,3,1.0
445,469,3,1.0
446,470,1,0.09414128760342055
447,471,4,1.0
448,472,1,0.3247213729665886
449,473,1,0.11514886502647514
450,474,-1,0.0
451,475,1,0.07354273481945736
452,476,1,0.08726462290841501
453,477,3,0.3043285781836057
454,478,1,0.033167728289449167
455,479,1,0.07610062145360569
456,480,-1,0.0
457,481,6,1.0
458,482,1,1.0
459,483,1,1.0
460,484,1,7.833322977310658e-05
461,485,1,0.213845148198286
462,486,1,0.1546823220457295
463,487,1,0.1752825803982586
464,488,3,0.8798072233749773
465,489,3,0.620667148351511
466,490,3,1.0
467,491,6,1.0
468,492,1,0.07206236617127787
469,493,3,1.0
470,494,1,0.1224427722558688
471,495,3,1.0
472,496,1,0.32417526662529833
473,497,1,0.933999243735919
474,498,1,0.1742831292555745
475,499,1,0.9303246239113223
476,500,1,0.2464082941239322
477,501,3,1.0
478,502,1,0.07040843373779615
479,503,3,0.6819638069400409
480,504,3,1.0
481,505,1,0.010286596245282872
482,506,1,0.05992235160510012
483,507,3,1.0
484,508,1,0.2475570843024146
485,509,1,0.07483649372233078
486,510,6,1.0
487,511,1,0.2161560892923265
488,512,3,0.47251275137971016
489,513,1,0.22730041743884655
490,514,3,1.0
491,515,3,0.19072412347848708
492,516,-1,0.0
493,517,3,0.0008759361643793151
494,518,-1,0.0
495,519,5,0.9999545276011874
496,520,3,1.0
497,521,1,0.2238532210030751
498,522,1,0.17869037269300006
499,523,1,0.010256469698240605
500,524,3,0.0008760621191387068
501,525,1,0.2085438545458886
502,526,1,0.15430175401333326
503,527,3,1.0
504,528,3,0.0008760627248316882
505,529,1,0.12326126676235499
506,530,3,1.0
507,531,1,0.00807517692319054
508,532,1,0.31554339930204484
509,533,1,0.03337884721974865
510,534,1,0.18020447897505212
511,535,3,0.3069939834242345
512,536,1,0.22010844061663296
513,537,3,1.0
514,538,1,0.19945741267828862
515,539,1,0.0017810142665823884
516,541,1,0.7225211375864719
517,542,3,1.0
518,543,1,0.18143911895127338
519,544,-1,0.0
520,546,-1,0.0
521,547,1,0.07501481484170221
522,548,1,0.14731447230538464
523,549,3,1.0
524,550,1,0.1541506174234851
525,551,2,1.0
526,552,-1,0.0
527,553,-1,0.0
528,554,1,0.26202916440626
529,555,1,0.28765898704245757
530,556,-1,0.0
531,557,-1,0.0
532,558,3,1.0
533,559,1,0.046997758260940575
534,560,1,0.08197699347741402
535,561,1,0.07502639495789681
536,562,3,1.0
537,563,1,0.005759939356796874
538,564,-1,0.0
539,565,1,0.17401650120490503
540,566,1,0.010219693871097738
541,567,-1,0.0
542,568,1,0.0733435713933858
543,569,-1,0.0
544,570,1,0.27067622666236557
545,571,1,0.17970994744391175
546,572,1,0.23205374121224878
547,573,1,0.03277229965207292
548,574,1,0.02736157532025746
549,575,1,0.7983269527171927
550,576,1,0.07241167691083569
551,577,1,0.14271246877536575
552,578,1,0.22726119540568865
553,579,1,0.023354249384926327
554,580,1,0.10934994425122727
555,581,3,0.2758937253118723
556,582,3,0.04796263349529084
557,583,1,0.08890063884701224
558,584,1,0.09175825776866317
559,585,1,0.13037281915152282
560,586,1,0.32808247899097487
561,587,1,0.24369135028356068
562,588,1,0.06016835264599888
563,589,1,0.0737385497106871
564,590,1,0.19072707329513516
565,591,3,1.0
566,592,3,1.0
567,593,3,0.00047782113707409705
568,594,3,1.0
569,595,1,0.34775961940276534
570,596,1,0.293726616020859
571,597,3,0.0008760627187468199
572,598,0,1.0
573,599,1,0.15941745832579154
574,600,-1,0.0
575,601,1,0.09004555736391137
576,602,3,0.10088686115810855
577,603,3,0.0004778523874803378
578,604,1,0.026488141902117464
579,605,-1,0.0
580,607,3,0.95448848126946
581,608,-1,0.0
582,609,1,0.3544912293272673
583,610,2,1.0
584,611,-1,0.0
585,612,3,1.0
586,613,1,0.24415651481655753
587,614,1,0.0005728991096545652
588,615,1,0.1273064610743954
589,616,1,1.0
590,617,3,0.00047785187506147435
591,618,0,0.17723253988684018
592,619,1,0.08116541537186002
593,620,3,1.0
594,621,1,0.18527114107111917
595,622,-1,0.0
596,623,1,0.5313870578109086
597,624,3,0.8690445739429316
598,625,1,7.833330442954536e-05
599,626,3,0.02689118699013363
600,627,0,1.0
601,628,3,0.8752520905267823
602,629,1,0.21564079598516492
603,630,1,0.0019585994251594646
604,631,1,0.521784083064727
605,632,1,0.14558396563014298
606,634,1,0.13231658928863585
607,635,1,1.0
608,636,3,1.0
609,637,1,0.07993782782063516
610,638,1,0.3704191210051283
611,639,7,1.0
612,640,7,1.0
613,641,1,0.03735334871769246
614,642,1,0.6449257919447797
615,643,1,0.9437751004016063
616,644,1,0.08660933038667937
617,645,-1,0.0
618,646,4,1.0
619,647,7,1.0
620,648,7,1.0
621,649,7,1.0
622,650,1,0.14783053010468064
623,651,3,1.0
624,652,3,0.20278841655598215
625,653,3,0.8142007064785726
626,654,1,1.0
627,655,1,0.28338723705096525
628,656,1,0.1774653665035592
629,657,1,0.03541741615566945
630,658,1,7.833331909833707e-05
631,659,7,1.0
632,660,7,1.0
633,661,7,1.0
634,662,7,1.0
635,663,3,1.0
636,664,1,0.00010400499881097969
637,665,1,0.00016819170905513914
638,666,1,0.2272292034720528
639,667,1,0.20775663499958533
640,668,-1,0.0
641,669,1,0.010902864775216656
642,670,3,1.0
643,671,7,0.0653817043503974
644,672,5,1.0
645,673,3,0.11690821636669202
646,674,1,0.19178405552228842
647,675,2,1.0
648,676,-1,0.0
649,677,3,1.0
650,678,1,0.11313644688118732
651,679,1,0.21370631670101486
652,680,3,0.7036145554788491
653,681,1,0.06857771354561579
654,682,1,0.12888386410689157
655,683,3,1.0
656,684,1,1.0
657,685,1,0.0877978093291287
658,686,2,0.9998185471746573
659,687,-1,0.0
660,688,1,0.4478621727985667
661,689,1,0.27964184308160916
662,690,-1,0.0
663,692,-1,0.0
664,693,1,0.6049139606419812
665,694,1,0.1440898214210507
666,695,3,1.0
667,696,1,0.1592457888300293
668,697,1,0.793918918918919
669,699,1,0.1491991708556793
670,700,1,0.2025478194173429
671,701,3,1.0
672,702,1,0.08464739226104001
673,703,1,0.13240334583983504
674,704,1,0.12510494738947284
675,706,1,0.004167016672475263
676,707,1,0.046814600924227526
677,708,1,0.10342334222680127
678,709,1,0.17115814354489026
679,710,-1,0.0
680,711,1,0.5992773738155279
681,712,1,0.141395529367479
682,713,-1,0.0
683,714,3,0.47714874256618023
684,715,1,0.1044225482853452
685,716,-1,0.0
686,718,3,1.0
687,719,-1,0.0
688,720,-1,0.0
689,722,3,1.0
690,723,-1,0.0
691,724,3,0.0004778457536541926
692,725,-1,0.0
693,726,-1,0.0
694,727,-1,0.0
695,728,-1,0.0
696,729,1,0.178667284399512
697,730,3,1.0
698,731,1,0.0136884943158272
699,732,0,0.16280661387552592
700,733,1,0.11752010715342609
701,734,-1,0.0
702,735,-1,0.0
703,736,1,0.033604643315669064
704,737,1,0.9643003693065241
705,738,7,0.762373779547229
706,739,1,0.027204254515710964
707,740,1,1.0
708,741,1,0.6605308268790272
709,742,7,1.0
710,743,4,1.0
711,744,7,1.0
712,745,7,1.0
713,746,7,1.0
714,747,4,1.0
715,748,1,0.835218498490387
716,749,3,0.7201130989079796
717,750,3,1.0
718,751,1,0.7100909502068516
719,752,1,0.02068740184469179
720,753,1,0.10013511634960641
721,754,1,0.14065900900483655
722,755,1,7.833323802341886e-05
723,756,-1,0.0
724,757,1,0.18765673480704728
725,758,-1,0.0
726,759,6,1.0
727,760,-1,0.0
728,761,6,1.0
729,762,0,1.0
730,763,1,0.07657719107683557
731,764,1,0.359881729550669
732,765,3,1.0
733,767,3,1.0
734,768,3,1.0
735,769,3,0.9844562356104032
736,770,-1,0.0
737,771,1,0.25438521793162233
738,772,1,0.10739878877137113
739,773,1,0.0644453915216045
740,774,3,0.3009457991858661
741,775,3,0.42196557125901374
742,776,1,0.08711658064987168
743,777,1,0.15749381559322811
744,778,1,0.005734833126010269
745,779,-1,0.0
746,780,1,0.09514185593976858
747,781,3,0.7874217321001078
748,782,3,1.0
749,783,1,0.013441913108754894
750,784,4,1.0
751,785,1,0.07748324947256109
752,786,4,1.0
753,787,3,1.0
754,788,1,0.9273875295974737
755,789,5,1.0
756,790,7,1.0
757,791,3,1.0
758,792,3,1.0
759,793,1,0.2592925391981702
760,794,1,0.2987772989908342
761,795,1,0.44831540178107054
762,796,1,0.1983654267879625
763,797,-1,0.0
764,798,1,0.0754120305987847
765,799,3,1.0
766,800,1,0.030546161693766682
767,801,0,1.0
768,802,1,0.2626158656050483
769,803,-1,0.0
770,804,1,0.14188162314335304
771,805,1,0.21035973081956083
772,806,1,0.1048527595590908
773,807,6,1.0
774,808,3,0.6058577445965007
775,809,-1,0.0
776,810,-1,0.0
777,811,-1,0.0
778,812,-1,0.0
779,813,-1,0.0
780,814,1,0.35216317676325454
781,815,1,1.0
782,816,1,0.06267228247320221
783,817,3,1.0
784,818,3,1.0
785,819,3,0.5425408638602941
786,820,-1,0.0
787,821,-1,0.0
788,822,-1,0.0
789,823,1,0.06520210938656092
790,824,1,0.09136549610689257
791,825,1,0.0742274250144056
792,826,1,0.3514175800259921
793,827,3,0.3235879018337557
794,828,1,0.12947186493491084
795,829,-1,0.0
796,830,1,0.07340060642951336
797,831,2,1.0
798,832,1,0.05322097916267503
799,833,-1,0.0
800,835,1,0.04062583170110737
801,836,3,0.3380796392881594
802,837,1,0.22617169495151035
803,838,3,1.0
804,839,3,1.0
805,840,1,0.07165642031323123
806,843,3,0.8117994674715633
807,844,1,0.04736486129528605
808,845,1,0.17697869378825032
809,846,2,1.0
810,847,1,0.21148963225368253
811,848,1,0.055711572124334544
812,849,3,0.328548548605977
813,850,1,0.1333335553706011
814,851,7,1.0
815,852,7,1.0
816,853,1,0.7262036120286939
817,854,1,0.9399999999999998
818,855,3,1.0
819,856,1,0.2849380524118821
820,857,1,0.09406940188028609
821,858,3,1.0
822,859,3,1.0
823,860,3,1.0
824,861,4,1.0
825,862,4,1.0
826,863,7,1.0
827,864,3,0.0008760625413605312
828,865,1,0.047106831078259186
829,867,1,0.0617703328906529
830,868,1,0.07723594085852932
831,869,3,0.590285744446818
832,870,3,0.17580586126908593
833,871,-1,0.0
834,872,-1,0.0
835,873,0,1.0
836,874,1,0.14020594131953856
837,875,1,0.2535750463213106
838,876,2,1.0
839,877,3,1.0
840,878,1,0.026530784553624245
841,879,3,0.5732167672552948
842,880,1,0.029893435261697254
843,881,-1,0.0
844,882,1,0.29771608528304877
845,883,-1,0.0
846,884,-1,0.0
847,885,-1,0.0
848,886,1,0.05497288366303358
849,887,1,0.0319554376469923
850,888,1,0.6409635214994274
851,889,1,0.11003017874616229
852,890,3,0.7315972452763265
853,891,3,0.054551693131521195
854,893,5,0.7499983090787015
855,894,7,1.0
856,895,1,0.03824630242212277
857,896,1,0.24046193194288423
858,897,2,1.0
859,898,3,1.0
860,899,1,0.008075458310202746
861,900,3,0.5707757316093375
862,901,1,0.1864470890499193
863,902,1,0.04156828819704997
864,903,3,1.0
865,904,3,1.0
866,905,3,1.0
867,906,1,0.006107871557542177
868,907,1,0.08030830758574022
869,908,4,1.0
870,909,1,0.13622280831446015
871,910,-1,0.0
872,911,1,0.07654362756119444
873,912,3,0.9587028602983763
874,913,1,0.07626639383596882
875,914,0,1.0
876,915,3,0.5038882301552189
877,916,-1,0.0
878,917,3,1.0
879,918,3,1.0
880,919,-1,0.0
881,920,1,0.023322626969033387
882,921,3,0.21254137271815743
883,922,2,0.9997858400227426
884,923,2,0.9997776670532242
885,924,1,0.23812707861044424
886,925,1,0.375728409429157
887,926,-1,0.0
888,927,5,0.9999845012846992
889,928,1,1.0
890,929,3,0.933289803272958
891,930,-1,0.0
892,931,3,0.8884064535541305
893,932,1,0.14602233999501857
894,933,5,1.0
895,934,1,0.1401382347374883
896,935,-1,0.0
897,936,1,0.8687615526802219
898,937,2,1.0
899,938,3,1.0
900,939,1,0.15308001014508482
901,940,1,0.45855278568996466
902,941,1,0.7631275956132403
903,942,1,0.21417091855701886
904,943,1,0.3643789932921183
905,944,1,0.06990899874607
906,945,1,0.0407167399881448
907,946,1,0.8640182134209745
908,947,1,0.1955130631281619
909,948,1,0.013981203401471912
910,949,1,0.15245207235430436
911,950,6,1.0
912,951,0,1.0
913,952,0,1.0
914,953,-1,0.0
915,954,3,0.0004778523874803378
916,955,3,0.2981188105894896
917,956,1,0.00903598603617648
918,957,-1,0.0
919,958,1,0.10891910701956914
920,959,3,0.046028907356367214
921,960,1,0.8620992834666701
922,961,0,1.0
923,962,3,0.8390640247417057
924,963,1,0.044908512757590675
925,964,-1,0.0
926,965,1,0.9404952525773371
927,966,3,0.3292321730494949
928,967,1,7.83332074831423e-05
929,968,-1,0.0
930,970,3,1.0
931,971,1,0.047532306870621724
932,972,1,0.137913831092376
933,973,1,0.05892549377803754
934,975,3,0.11754416165523493
935,976,3,1.0
936,977,1,0.09288339563226293
937,978,6,0.999755543503658
938,979,1,0.23774593997318785
939,980,1,0.008074210717012874
940,981,1,0.17312772670557539
941,982,-1,0.0
942,983,4,1.0
943,985,1,0.07239247489773096
944,986,3,1.0
945,987,1,0.10672116257947316
946,988,3,1.0
947,989,1,0.13438638794317206
948,990,-1,0.0
949,991,1,0.004772027890419477
950,992,3,0.0008760626348498095
951,993,1,7.833332176370273e-05
952,994,1,7.833304680298565e-05
953,995,3,0.0008760613926830775
954,996,3,0.0008760626279493391
955,997,1,1.0
956,998,3,1.0
957,999,3,1.0
958,1000,5,1.0
959,1001,1,0.08901804708074314
960,1002,4,0.9999786376018801
961,1003,3,1.0
962,1004,5,0.9999675768715519
963,1005,2,1.0
964,1006,3,0.7312328436356702
965,1007,1,0.07386054533992197
966,1008,1,0.14882506990946445
967,1009,1,0.014830561692030342
968,1010,1,0.06469985051129712
969,1011,1,1.0
970,1012,-1,0.0
971,1013,-1,0.0
972,1014,1,0.07948777145972588
973,1015,1,0.045342841762237976
974,1016,3,0.6379370120323419
975,1017,3,1.0
976,1018,1,0.24842045800603058
977,1019,0,1.0
978,1020,1,0.023860031252979842
979,1021,-1,0.0
980,1022,-1,0.0
981,1023,-1,0.0
982,1024,1,0.044288046972028615
983,1025,-1,0.0
984,1026,-1,0.0
985,1027,1,0.08393778780839081
986,1028,3,0.00847999837422295
987,1029,1,0.12134748705495879
988,1030,1,0.10955174453736358
989,1031,3,1.0
990,1032,0,1.0
991,1033,1,0.18726335055381427
992,1034,4,1.0
993,1035,-1,0.0
994,1036,1,0.1256325286609007
995,1037,7,1.0
996,1038,1,0.09411298170534287
997,1039,-1,0.0
998,1040,3,0.9550561211374877
999,1041,-1,0.0
1000,1042,1,0.10577370049155754
1001,1043,1,0.09027412037727973
1002,1044,1,0.06529598735030198
1003,1045,0,1.0
1004,1046,1,0.07706770901937038
1005,1047,3,0.09679455732176119
1006,1048,3,1.0
1007,1049,3,1.0
1008,1050,1,0.1516129032258064
1009,1051,1,0.0907447013250162
1010,1052,1,0.0016543395444191247
1011,1053,1,0.05728216202971591
1012,1054,-1,0.0
1013,1055,-1,0.0
1014,1056,1,0.39944314331995595
1015,1057,3,0.28884803658980684
1016,1058,1,0.0928522023795899
1017,1059,1,0.25681026842016125
1018,1061,1,1.0
1019,1062,3,0.3647664900702322
1020,1063,0,1.0
1021,1064,1,0.27992068824005173
1022,1065,3,1.0
1023,1066,3,0.7423291877185518
1024,1067,1,0.2355903804628207
1025,1068,3,0.04463934639867052
1026,1069,3,1.0
1027,1070,1,0.0877978093291287
1028,1071,1,0.02988752179416094
1029,1072,3,1.0
1030,1073,1,0.29190077905670697
1031,1074,1,0.29553455780594307
1032,1075,1,0.23289240664849728
1033,1076,3,0.0008760097076465807
1034,1077,1,7.833331262219155e-05
1035,1078,1,0.5602073959295569
1036,1079,-1,0.0
1037,1080,3,1.0
1038,1081,1,0.0007301743418849491
1039,1082,1,0.08269855381633584
1040,1083,1,0.18630866709047864
1041,1085,1,0.19582766066856125
1042,1086,1,7.831330706243304e-05
1043,1087,3,0.0008760624593326211
1044,1088,1,0.13568409413675017
1045,1089,3,0.08800122906490389
1046,1090,1,0.04789872133795856
